,mature_name,Tau_tcga,tcga_tissues
101,hsa-mir-7-5p,0.5370851200394925,"Pancreas [0.08], Adrenal Gland [0.07], Lung [0.06]"
102,hsa-mir-329-3p,0.5328016870350882,"Adrenal Gland [0.08], Brain [0.08], Pancreas [0.08]"
103,hsa-mir-483-5p,0.530812218453738,"Adrenal Gland [0.08], Ovary [0.07], Fallopian tube [0.07]"
104,hsa-mir-539-5p,0.5250431467026856,"Adrenal Gland [0.08], Testis [0.07], Peritoneum [0.07]"
105,hsa-mir-421,0.5240368946972601,"Fallopian tube [0.08], Kidney [0.05], Lung [0.05]"
106,hsa-mir-508-3p,0.5228840809691028,"Skin [0.08], Adrenal Gland [0.08], Testis [0.07]"
107,hsa-mir-494-3p,0.5226261876651033,"Pancreas [0.08], Testis [0.07], Brain [0.07]"
108,hsa-mir-431-5p,0.5212421233305421,"Adrenal Gland [0.08], Testis [0.07], Peritoneum [0.07]"
109,hsa-mir-299-5p,0.5207746605365057,"Testis [0.08], Soft Tissues [0.06], Peritoneum [0.06]"
110,hsa-mir-543,0.5154095268895919,"Pancreas [0.08], Testis [0.07], Brain [0.07]"
111,hsa-mir-133a-3p,0.512973999211286,"Mucosa [0.08], Soft Tissues [0.06], Uterus [0.05]"
112,hsa-mir-18a-3p,0.5122154133552893,"Lymph nodes [0.08], Fallopian tube [0.08], Bone Marrow [0.07]"
113,hsa-mir-217-5p,0.5108473640513113,"Pancreas [0.08], Liver–Gallbladder [0.07], Soft Tissues [0.06]"
114,hsa-mir-504-5p,0.5104250774348131,"Fallopian tube [0.08], Kidney [0.08], Lung [0.06]"
115,hsa-mir-129-5p,0.5025568858567747,"Adrenal Gland [0.08], Lymph nodes [0.07], Brain [0.07]"
116,hsa-mir-221-5p,0.5012567021949769,"Fallopian tube [0.08], Lung [0.07], Pancreas [0.07]"
117,hsa-mir-377-5p,0.5006952075146055,"Testis [0.08], Fallopian tube [0.07], Adrenal Gland [0.06]"
118,hsa-mir-214-3p,0.49816817209890246,"Pancreas [0.08], Fallopian tube [0.07], Lung [0.06]"
119,hsa-mir-431-3p,0.49667811502156384,"Adrenal Gland [0.08], Peritoneum [0.07], Testis [0.07]"
120,hsa-mir-382-3p,0.49484987530183294,"Adrenal Gland [0.08], Pancreas [0.07], Testis [0.07]"
121,hsa-mir-3200-3p,0.4937896034121947,"Ovary [0.08], Fallopian tube [0.06], Brain [0.06]"
122,hsa-mir-296-5p,0.49218889229717283,"Ovary [0.08], Fallopian tube [0.06], Testis [0.05]"
123,hsa-mir-758-3p,0.49116866519337665,"Testis [0.08], Adrenal Gland [0.06], Peritoneum [0.06]"
124,hsa-mir-323a-3p,0.4910247767328433,"Adrenal Gland [0.08], Testis [0.07], Peritoneum [0.07]"
125,hsa-mir-95-3p,0.48973713925593193,"Pancreas [0.08], Mucosa [0.07], Kidney [0.07]"
126,hsa-mir-1271-5p,0.48668706621617264,"Kidney [0.08], Pancreas [0.06], Brain [0.06]"
127,hsa-mir-485-3p,0.4847385554520381,"Adrenal Gland [0.07], Testis [0.07], Peritoneum [0.07]"
128,hsa-mir-191-3p,0.48400860458592315,"Fallopian tube [0.07], Bone Marrow [0.07], Ovary [0.06]"
129,hsa-mir-493-3p,0.4838069830395382,"Testis [0.07], Pancreas [0.06], Peritoneum [0.06]"
130,hsa-mir-138-5p,0.48292388933343794,"Thyroid [0.07], Lymph nodes [0.07], Brain [0.07]"
131,hsa-mir-125a-3p,0.4809831229872125,"Fallopian tube [0.07], Ovary [0.06], Testis [0.05]"
132,hsa-mir-154-5p,0.478370750698155,"Adrenal Gland [0.07], Testis [0.07], Peritoneum [0.06]"
133,hsa-mir-376c-3p,0.47729784891813476,"Testis [0.07], Pancreas [0.06], Adrenal Gland [0.06]"
134,hsa-mir-409-5p,0.4740360220615754,"Adrenal Gland [0.07], Peritoneum [0.06], Testis [0.06]"
135,hsa-mir-23a-5p,0.4734146710146215,"Bone Marrow [0.07], Fallopian tube [0.06], Mucosa [0.06]"
136,hsa-mir-432-5p,0.4729940603563725,"Adrenal Gland [0.07], Testis [0.07], Peritoneum [0.06]"
137,hsa-mir-345-5p,0.4727550718961331,"Fallopian tube [0.07], Ovary [0.05], Breast [0.05]"
138,hsa-mir-592,0.47247694030113246,"Colon [0.07], Adrenal Gland [0.07], Kidney [0.07]"
139,hsa-mir-31-5p,0.47085635602436726,"Fallopian tube [0.07], Mucosa [0.07], Pancreas [0.06]"
140,hsa-mir-483-3p,0.4708117024395116,"Ovary [0.07], Adrenal Gland [0.07], Liver–Gallbladder [0.07]"
141,hsa-mir-184,0.4701242864573452,"Testis [0.07], Breast [0.06], Thymus [0.06]"
142,hsa-mir-338-5p,0.4687225332475374,"Brain [0.07], Lung [0.06], Skin [0.06]"
143,hsa-mir-370-3p,0.4675070414768334,"Testis [0.07], Adrenal Gland [0.07], Peritoneum [0.06]"
144,hsa-mir-204-5p,0.46742165734039903,"Kidney [0.07], Fallopian tube [0.06], Thorax [0.06]"
145,hsa-mir-34c-3p,0.4657450723147123,"Thymus [0.07], Thorax [0.07], Lung [0.06]"
146,hsa-mir-4661-5p,0.463892129548718,"Testis [0.07], Ovary [0.06], Bone Marrow [0.06]"
147,hsa-mir-92a-1-5p,0.4595783570724688,"Lymph nodes [0.07], Testis [0.07], Bone Marrow [0.07]"
148,hsa-mir-889-3p,0.457262738780949,"Adrenal Gland [0.07], Testis [0.07], Peritoneum [0.06]"
149,hsa-mir-629-3p,0.4517829861678482,"Lymph nodes [0.07], Testis [0.07], Bone Marrow [0.06]"
150,hsa-mir-424-3p,0.4437260684061893,"Fallopian tube [0.07], Kidney [0.07], Pancreas [0.06]"
151,hsa-mir-369-5p,0.44326013859046326,"Testis [0.07], Adrenal Gland [0.07], Peritoneum [0.06]"
152,hsa-mir-187-3p,0.44167379489460196,"Skin [0.07], Bladder [0.07], Fallopian tube [0.06]"
153,hsa-mir-144-3p,0.4391923185879623,"Bone Marrow [0.07], Kidney [0.06], Testis [0.05]"
154,hsa-mir-185-3p,0.4375779249047742,"Lymph nodes [0.07], Skin [0.06], Bone Marrow [0.06]"
155,hsa-mir-125b-2-3p,0.4374272695419668,"Fallopian tube [0.07], Ovary [0.05], Brain [0.05]"
156,hsa-mir-410-3p,0.4368384173792402,"Adrenal Gland [0.07], Testis [0.07], Peritoneum [0.06]"
157,hsa-mir-487b-3p,0.4361209961082693,"Adrenal Gland [0.07], Pancreas [0.07], Peritoneum [0.06]"
158,hsa-mir-503-5p,0.436045644383699,"Adrenal Gland [0.07], Kidney [0.06], Soft Tissues [0.05]"
159,hsa-mir-653-5p,0.43511244643072877,"Kidney [0.07], Thymus [0.06], Thorax [0.06]"
160,hsa-mir-766-3p,0.43497417209806577,"Bone Marrow [0.07], Lymph nodes [0.06], Thymus [0.06]"
161,hsa-mir-136-5p,0.4327336044546976,"Adrenal Gland [0.07], Testis [0.06], Peritoneum [0.06]"
162,hsa-mir-190a-5p,0.4325542604894684,"Kidney [0.07], Fallopian tube [0.05], Thymus [0.05]"
163,hsa-mir-495-3p,0.43163616308272584,"Testis [0.07], Adrenal Gland [0.07], Peritoneum [0.06]"
164,hsa-mir-132-5p,0.43155383510929674,"Pancreas [0.07], Brain [0.06], Fallopian tube [0.06]"
165,hsa-mir-30d-3p,0.43093724587905474,"Fallopian tube [0.07], Lymph nodes [0.06], Skin [0.05]"
166,hsa-mir-34c-5p,0.42905907488187767,"Lung [0.07], Uterus [0.06], Fallopian tube [0.06]"
167,hsa-mir-136-3p,0.42905417507536486,"Adrenal Gland [0.07], Testis [0.06], Peritoneum [0.06]"
168,hsa-mir-1269a,0.42549010250779135,"Ovary [0.07], Thorax [0.06], Thymus [0.06]"
169,hsa-mir-671-5p,0.4252234013296534,"Lymph nodes [0.07], Bone Marrow [0.05], Skin [0.05]"
170,hsa-mir-887-3p,0.41667796710711785,"Fallopian tube [0.07], Skin [0.06], Adrenal Gland [0.05]"
171,hsa-mir-584-5p,0.41662720903363454,"Skin [0.07], Bone Marrow [0.06], Bladder [0.05]"
172,hsa-mir-651-5p,0.41420726312038697,"Testis [0.07], Lymph nodes [0.06], Bone Marrow [0.06]"
173,hsa-mir-3065-5p,0.41399877810723695,"Lung [0.07], Brain [0.06], Thymus [0.05]"
174,hsa-mir-497-5p,0.41100576517418813,"Fallopian tube [0.07], Breast [0.05], Pancreas [0.05]"
175,hsa-mir-411-5p,0.41046290253727075,"Fallopian tube [0.07], Testis [0.06], Peritoneum [0.06]"
176,hsa-mir-223-3p,0.40962983625142063,"Bone Marrow [0.07], Lung [0.05], Pancreas [0.05]"
177,hsa-mir-195-3p,0.40839617694328495,"Fallopian tube [0.07], Pancreas [0.05], Thymus [0.05]"
178,hsa-mir-1296-5p,0.40762177530905874,"Fallopian tube [0.07], Ovary [0.06], Brain [0.05]"
179,hsa-mir-200b-5p,0.4073633337141964,"Uterus [0.07], Pancreas [0.06], Ovary [0.06]"
180,hsa-mir-381-3p,0.4039416121474541,"Testis [0.07], Adrenal Gland [0.05], Peritoneum [0.05]"
181,hsa-mir-369-3p,0.403027628480741,"Adrenal Gland [0.07], Testis [0.06], Pancreas [0.06]"
182,hsa-mir-146b-3p,0.4028384945067018,"Thyroid [0.07], Ovary [0.05], Fallopian tube [0.05]"
183,hsa-mir-92b-3p,0.4005740057751131,"Fallopian tube [0.06], Ovary [0.06], Brain [0.05]"
184,hsa-mir-139-3p,0.3982306698281282,"Adrenal Gland [0.06], Lymph nodes [0.06], Brain [0.06]"
185,hsa-mir-326,0.3977616023726042,"Ovary [0.06], Skin [0.06], Lung [0.06]"
186,hsa-mir-9-5p,0.3963041379059901,"Brain [0.06], Uterus [0.05], Skin [0.05]"
187,hsa-mir-135b-5p,0.39527946545922177,"Pancreas [0.06], Uterus [0.06], Lung [0.06]"
188,hsa-mir-337-3p,0.39434168312575246,"Testis [0.06], Peritoneum [0.06], Adrenal Gland [0.06]"
189,hsa-mir-10b-3p,0.3926568023012158,"Kidney [0.06], Adrenal Gland [0.05], Uterus [0.05]"
190,hsa-mir-181c-5p,0.39219609417386697,"Fallopian tube [0.06], Ovary [0.05], Bone Marrow [0.05]"
191,hsa-mir-1247-5p,0.3918089782827956,"Colon [0.06], Pancreas [0.06], Testis [0.06]"
192,hsa-mir-493-5p,0.3858392729768639,"Pancreas [0.06], Testis [0.06], Fallopian tube [0.05]"
193,hsa-mir-181d-5p,0.38504730128041365,"Fallopian tube [0.06], Bone Marrow [0.05], Ovary [0.05]"
194,hsa-mir-425-3p,0.3849337522173601,"Bone Marrow [0.06], Fallopian tube [0.06], Uterus [0.05]"
195,hsa-mir-363-3p,0.3839639160838108,"Fallopian tube [0.06], Thymus [0.05], Thorax [0.05]"
196,hsa-mir-29b-1-5p,0.38244440556190445,"Lymph nodes [0.06], Skin [0.05], Lung [0.05]"
197,hsa-let-7e-3p,0.38007245615030216,"Ovary [0.06], Thyroid [0.05], Fallopian tube [0.05]"
198,hsa-mir-193b-5p,0.37946718833994764,"Lymph nodes [0.06], Ovary [0.06], Thorax [0.05]"
199,hsa-mir-19a-3p,0.37850417145517506,"Lymph nodes [0.06], Bone Marrow [0.06], Thymus [0.05]"
200,hsa-mir-20b-5p,0.37821478378683704,"Thymus [0.06], Thorax [0.06], Bone Marrow [0.06]"
201,hsa-mir-27a-5p,0.3781984808500278,"Bone Marrow [0.06], Mucosa [0.06], Lung [0.05]"
202,hsa-mir-769-5p,0.3746571359977766,"Fallopian tube [0.06], Lymph nodes [0.05], Ovary [0.05]"
203,hsa-mir-130a-3p,0.3742508566809533,"Fallopian tube [0.06], Ovary [0.05], Testis [0.05]"
204,hsa-mir-450a-5p,0.36981105844564843,"Kidney [0.06], Pancreas [0.05], Lung [0.05]"
205,hsa-mir-340-3p,0.36920672412086675,"Bone Marrow [0.06], Lung [0.06], Pancreas [0.06]"
206,hsa-mir-590-3p,0.36912223779522946,"Bone Marrow [0.06], Kidney [0.06], Lung [0.06]"
207,hsa-mir-196a-5p,0.36842908815842534,"Kidney [0.06], Breast [0.06], Soft Tissues [0.05]"
208,hsa-mir-582-5p,0.3666881057042343,"Bone Marrow [0.06], Lung [0.05], Lymph nodes [0.05]"
209,hsa-mir-335-5p,0.36481029718929253,"Kidney [0.06], Pancreas [0.06], Lung [0.06]"
210,hsa-mir-382-5p,0.3623592505289633,"Testis [0.06], Adrenal Gland [0.06], Peritoneum [0.06]"
211,hsa-mir-27b-5p,0.35671642139143706,"Fallopian tube [0.06], Mucosa [0.05], Esophagus [0.05]"
212,hsa-mir-145-3p,0.35637477150070596,"Pancreas [0.06], Lung [0.06], Kidney [0.06]"
213,hsa-mir-502-3p,0.3554140178169128,"Kidney [0.06], Lung [0.06], Pancreas [0.06]"
214,hsa-mir-342-5p,0.35421852984171637,"Bone Marrow [0.06], Lymph nodes [0.06], Breast [0.06]"
215,hsa-mir-127-5p,0.35315492199561377,"Adrenal Gland [0.06], Testis [0.06], Peritoneum [0.05]"
216,hsa-mir-205-5p,0.35154164643372304,"Mucosa [0.06], Thymus [0.06], Thorax [0.06]"
217,hsa-mir-429,0.35105066949990116,"Uterus [0.06], Pancreas [0.06], Colon [0.06]"
218,hsa-mir-96-5p,0.3509164369387056,"Testis [0.06], Thymus [0.05], Thorax [0.05]"
219,hsa-mir-501-5p,0.35061596654364596,"Kidney [0.06], Uterus [0.06], Skin [0.05]"
220,hsa-mir-339-3p,0.3504033039773981,"Fallopian tube [0.06], Lung [0.05], Pancreas [0.05]"
221,hsa-mir-141-5p,0.3478190529441179,"Testis [0.06], Bladder [0.05], Mucosa [0.05]"
222,hsa-mir-214-5p,0.34763398430124376,"Soft Tissues [0.06], Fallopian tube [0.06], Peritoneum [0.06]"
223,hsa-mir-144-5p,0.34755171068821333,"Bone Marrow [0.06], Testis [0.05], Kidney [0.05]"
224,hsa-mir-7-1-3p,0.34326340090555135,"Bone Marrow [0.06], Lymph nodes [0.06], Testis [0.05]"
225,hsa-mir-30c-2-3p,0.34178976497196234,"Kidney [0.06], Thyroid [0.05], Skin [0.05]"
226,hsa-mir-362-5p,0.3402322250247692,"Skin [0.06], Kidney [0.06], Uterus [0.05]"
227,hsa-mir-409-3p,0.3401456554000408,"Fallopian tube [0.06], Adrenal Gland [0.06], Testis [0.05]"
228,hsa-mir-194-5p,0.3400692994374444,"Colon [0.06], Liver–Gallbladder [0.06], Stomach [0.06]"
229,hsa-mir-148a-5p,0.33765638893151056,"Fallopian tube [0.06], Colon [0.05], Testis [0.05]"
230,hsa-mir-654-3p,0.33444070170354334,"Testis [0.06], Fallopian tube [0.06], Peritoneum [0.05]"
231,hsa-mir-181a-3p,0.33302190368253515,"Bone Marrow [0.06], Thymus [0.06], Thorax [0.06]"
232,hsa-mir-15b-3p,0.33124152682180047,"Lymph nodes [0.06], Bone Marrow [0.06], Thorax [0.05]"
233,hsa-mir-511-5p,0.32769176563332797,"Lung [0.06], Skin [0.06], Soft Tissues [0.06]"
234,hsa-mir-455-5p,0.3276790323292738,"Thorax [0.06], Thymus [0.06], Liver–Gallbladder [0.05]"
235,hsa-mir-98-5p,0.32619393864344653,"Fallopian tube [0.06], Lung [0.05], Pancreas [0.05]"
236,hsa-mir-224-5p,0.32412972497318066,"Mucosa [0.06], Lung [0.06], Pancreas [0.05]"
237,hsa-mir-450b-5p,0.31816229660843254,"Kidney [0.06], Soft Tissues [0.05], Pancreas [0.05]"
238,hsa-mir-200a-5p,0.31690679186085785,"Colon [0.06], Stomach [0.06], Esophagus [0.06]"
239,hsa-mir-203a-3p,0.3153790899992132,"Mucosa [0.06], Esophagus [0.05], Bladder [0.05]"
240,hsa-mir-155-5p,0.31512529145124457,"Lymph nodes [0.06], Bone Marrow [0.05], Skin [0.05]"
241,hsa-mir-454-3p,0.3151188788167736,"Fallopian tube [0.06], Kidney [0.05], Lung [0.05]"
242,hsa-mir-93-3p,0.31275757875970395,"Bone Marrow [0.06], Fallopian tube [0.05], Lymph nodes [0.05]"
243,hsa-mir-330-5p,0.3111314519518463,"Lymph nodes [0.06], Skin [0.05], Bone Marrow [0.05]"
244,hsa-mir-141-3p,0.3057303485574935,"Fallopian tube [0.06], Bladder [0.05], Esophagus [0.05]"
245,hsa-mir-340-5p,0.3056691343220403,"Kidney [0.06], Lung [0.05], Pancreas [0.05]"
246,hsa-mir-532-3p,0.3044354054274529,"Ovary [0.06], Skin [0.05], Fallopian tube [0.04]"
247,hsa-mir-195-5p,0.2996404848840047,"Pancreas [0.06], Lung [0.06], Kidney [0.06]"
248,hsa-mir-142-5p,0.2987477515583803,"Bone Marrow [0.06], Lymph nodes [0.06], Thorax [0.05]"
249,hsa-mir-505-5p,0.2974331465713593,"Bone Marrow [0.06], Lymph nodes [0.05], Ovary [0.05]"
250,hsa-mir-20a-5p,0.29725554161860224,"Lymph nodes [0.06], Bone Marrow [0.05], Thymus [0.05]"
251,hsa-mir-486-5p,0.29646674337514417,"Fallopian tube [0.06], Bone Marrow [0.05], Ovary [0.05]"
252,hsa-mir-191-5p,0.2955364397941158,"Fallopian tube [0.06], Bone Marrow [0.05], Ovary [0.05]"
253,hsa-mir-151a-5p,0.2954631244178351,"Fallopian tube [0.06], Pancreas [0.05], Lung [0.05]"
254,hsa-mir-130b-3p,0.29481025944412287,"Fallopian tube [0.06], Bone Marrow [0.05], Lymph nodes [0.05]"
255,hsa-mir-19b-3p,0.293110991348511,"Bone Marrow [0.06], Lymph nodes [0.06], Thymus [0.05]"
256,hsa-mir-142-3p,0.2917750008385403,"Bone Marrow [0.06], Lymph nodes [0.05], Thymus [0.05]"
257,hsa-mir-200a-3p,0.2916321879456704,"Uterus [0.06], Pancreas [0.05], Esophagus [0.05]"
258,hsa-mir-1287-5p,0.2912764912085879,"Skin [0.06], Testis [0.05], Ovary [0.04]"
259,hsa-mir-1301-3p,0.29088673852933805,"Fallopian tube [0.06], Skin [0.05], Ovary [0.05]"
260,hsa-let-7i-3p,0.290380553565122,"Thyroid [0.06], Bone Marrow [0.05], Ovary [0.05]"
