,mature_name,Tau_gtex,gtex_tissues
173,hsa-mir-20b-5p,0.46509089886430355,"Prostate [0.07], Kidney [0.06], Spleen [0.06]"
174,hsa-mir-107,0.46462555175855413,"Kidney [0.07], Liver [0.06], Brain [0.06]"
175,hsa-mir-337-3p,0.46293966168590195,"Adrenal Gland [0.07], Testis [0.05], Vagina [0.05]"
176,hsa-mir-10b-3p,0.4589654580004347,"Kidney [0.07], Adrenal Gland [0.06], Uterus–Cervix [0.06]"
177,hsa-mir-130b-5p,0.4578319053150109,"Whole Blood [0.07], Pancreas [0.06], Liver [0.05]"
178,hsa-mir-425-3p,0.45735826077444325,"Whole Blood [0.07], Brain [0.06], Spleen [0.05]"
179,hsa-mir-9-5p,0.4568606945488116,"Brain [0.07], Adrenal Gland [0.05], Kidney [0.04]"
180,hsa-mir-409-3p,0.4563680441401783,"Adrenal Gland [0.07], Brain [0.06], Spleen [0.05]"
181,hsa-mir-654-3p,0.45451134689429185,"Adrenal Gland [0.07], Brain [0.05], Testis [0.05]"
182,hsa-mir-7-1-3p,0.45367474120228474,"Brain [0.07], Spleen [0.05], Testis [0.05]"
183,hsa-mir-134-5p,0.451266009152328,"Adrenal Gland [0.07], Brain [0.06], Testis [0.05]"
184,hsa-mir-139-3p,0.45026014405408055,"Spleen [0.07], Brain [0.06], Omentum [0.06]"
185,hsa-mir-142-3p,0.44909773768177574,"Spleen [0.07], Lung [0.06], Colon–Intestine [0.05]"
186,hsa-mir-493-5p,0.44905942356873396,"Adrenal Gland [0.07], Testis [0.05], Spleen [0.05]"
187,hsa-mir-432-5p,0.4449050048135878,"Brain [0.07], Adrenal Gland [0.07], Spleen [0.05]"
188,hsa-mir-425-5p,0.4431527308964025,"Whole Blood [0.07], Spleen [0.05], Lung [0.04]"
189,hsa-mir-338-3p,0.4412164282908918,"Brain [0.07], Soft Tissues [0.06], Lung [0.05]"
190,hsa-mir-338-5p,0.44002460350169914,"Brain [0.07], Soft Tissues [0.06], Lung [0.05]"
191,hsa-mir-181c-5p,0.43903568126897374,"Brain [0.07], Thyroid [0.06], Lung [0.05]"
192,hsa-mir-376c-3p,0.4388733424123805,"Adrenal Gland [0.07], Brain [0.05], Spleen [0.05]"
193,hsa-mir-136-3p,0.4387354217120402,"Adrenal Gland [0.07], Brain [0.06], Spleen [0.05]"
194,hsa-let-7i-3p,0.43773705494066945,"Thyroid [0.07], Spleen [0.06], Whole Blood [0.06]"
195,hsa-mir-190b-5p,0.43701860727198666,"Testis [0.07], Fallopian Tube [0.07], Lung [0.06]"
196,hsa-mir-142-5p,0.4363624956994782,"Spleen [0.07], Whole Blood [0.05], Lung [0.05]"
197,hsa-mir-324-5p,0.43492968196632886,"Whole Blood [0.07], Kidney [0.05], Brain [0.05]"
198,hsa-mir-503-5p,0.43220674707818063,"Testis [0.07], Spleen [0.06], Kidney [0.05]"
199,hsa-mir-194-5p,0.4258584311154199,"Liver [0.07], Colon–Intestine [0.06], Kidney [0.06]"
200,hsa-mir-424-5p,0.42321264629972527,"Fallopian Tube [0.06], Testis [0.06], Ovary [0.06]"
201,hsa-mir-651-5p,0.4214594186121291,"Heart [0.06], Testis [0.06], Spleen [0.06]"
202,hsa-mir-193b-5p,0.4205166663638484,"Adrenal Gland [0.06], Omentum [0.06], Skin [0.06]"
203,hsa-mir-629-5p,0.41754074664133883,"Whole Blood [0.06], Spleen [0.05], Mucosa [0.05]"
204,hsa-mir-455-3p,0.4173174418122123,"Liver [0.06], Kidney [0.06], Vagina [0.05]"
205,hsa-mir-30c-2-3p,0.4168908142115175,"Kidney [0.06], Lung [0.05], Thyroid [0.05]"
206,hsa-mir-224-5p,0.40677524681655336,"Omentum [0.06], Mucosa [0.06], Breast [0.06]"
207,hsa-mir-382-5p,0.4066327944735511,"Adrenal Gland [0.06], Brain [0.06], Spleen [0.05]"
208,hsa-mir-1-3p,0.4048164765327618,"Heart [0.06], Soft Tissues [0.06], Salivary Gland [0.05]"
209,hsa-mir-190a-5p,0.4018431659459871,"Kidney [0.06], Omentum [0.05], Heart [0.05]"
210,hsa-mir-375-3p,0.4009899114063327,"Pancreas [0.06], Stomach [0.06], Salivary Gland [0.06]"
211,hsa-mir-370-3p,0.4005765493296266,"Adrenal Gland [0.06], Brain [0.06], Spleen [0.05]"
212,hsa-mir-130b-3p,0.40007660978201776,"Pancreas [0.06], Whole Blood [0.06], Stomach [0.05]"
213,hsa-mir-26b-3p,0.39999928462351514,"Whole Blood [0.06], Spleen [0.05], Kidney [0.04]"
214,hsa-mir-10a-3p,0.39917276290940246,"Kidney [0.06], Colon–Intestine [0.06], Omentum [0.06]"
215,hsa-mir-369-3p,0.3989381702865786,"Adrenal Gland [0.06], Brain [0.06], Spleen [0.05]"
216,hsa-mir-204-5p,0.3989356786595893,"Kidney [0.06], Testis [0.05], Brain [0.05]"
217,hsa-mir-1296-5p,0.3981110557470294,"Brain [0.06], Testis [0.05], Kidney [0.04]"
218,hsa-mir-487b-3p,0.39239945705902124,"Brain [0.06], Adrenal Gland [0.06], Spleen [0.05]"
219,hsa-mir-335-3p,0.38972470645566515,"Omentum [0.06], Breast [0.06], Adrenal Gland [0.05]"
220,hsa-mir-543,0.3884997885210852,"Adrenal Gland [0.06], Brain [0.06], Ovary [0.05]"
221,hsa-mir-21-3p,0.388118389138072,"Kidney [0.06], Lung [0.06], Spleen [0.05]"
222,hsa-mir-135b-5p,0.3856857499203263,"Thyroid [0.06], Testis [0.06], Salivary Gland [0.05]"
223,hsa-mir-1180-3p,0.3853498037381107,"Whole Blood [0.06], Brain [0.05], Thyroid [0.05]"
224,hsa-mir-452-5p,0.38522203755340484,"Omentum [0.06], Breast [0.06], Mucosa [0.05]"
225,hsa-mir-106b-3p,0.3834262976478123,"Whole Blood [0.06], Spleen [0.05], Lung [0.04]"
226,hsa-mir-887-3p,0.3810182479518494,"Adrenal Gland [0.06], Heart [0.05], Brain [0.05]"
227,hsa-mir-495-3p,0.3736646340039736,"Brain [0.06], Adrenal Gland [0.06], Spleen [0.05]"
228,hsa-mir-424-3p,0.37312275574558557,"Testis [0.06], Ovary [0.06], Fallopian Tube [0.05]"
229,hsa-mir-429,0.3717220097068902,"Kidney [0.06], Stomach [0.06], Salivary Gland [0.06]"
230,hsa-mir-335-5p,0.3672521861181917,"Omentum [0.06], Spleen [0.06], Breast [0.06]"
231,hsa-mir-146b-3p,0.3649571219499763,"Lung [0.06], Omentum [0.05], Spleen [0.05]"
232,hsa-mir-769-5p,0.3626687212493881,"Brain [0.06], Testis [0.05], Spleen [0.04]"
233,hsa-mir-582-5p,0.36241905057864154,"Brain [0.06], Bladder [0.06], Kidney [0.06]"
234,hsa-mir-200a-3p,0.3619347289031855,"Stomach [0.06], Salivary Gland [0.06], Kidney [0.06]"
235,hsa-mir-27a-5p,0.3618901501815264,"Skin [0.06], Lung [0.06], Omentum [0.06]"
236,hsa-mir-30c-1-3p,0.36045198848748583,"Heart [0.06], Kidney [0.05], Liver [0.05]"
237,hsa-mir-708-5p,0.35744144834878655,"Brain [0.06], Ovary [0.06], Thyroid [0.05]"
238,hsa-mir-326,0.3541107142925861,"Whole Blood [0.06], Lung [0.06], Spleen [0.05]"
239,hsa-mir-660-5p,0.3536682495885269,"Kidney [0.06], Testis [0.05], Spleen [0.05]"
240,hsa-mir-423-5p,0.3508962885463941,"Whole Blood [0.06], Spleen [0.04], Omentum [0.04]"
241,hsa-mir-96-5p,0.3507057833891894,"Pancreas [0.06], Salivary Gland [0.06], Mucosa [0.05]"
242,hsa-mir-652-3p,0.3494215027715828,"Whole Blood [0.06], Lung [0.05], Omentum [0.05]"
243,hsa-mir-95-3p,0.3447344571156163,"Spleen [0.06], Brain [0.05], Soft Tissues [0.05]"
244,hsa-mir-29b-2-5p,0.34330048697197135,"Heart [0.06], Adrenal Gland [0.06], Brain [0.05]"
245,hsa-mir-379-5p,0.33935140709689304,"Adrenal Gland [0.06], Brain [0.06], Testis [0.05]"
246,hsa-mir-501-5p,0.33856650508181635,"Whole Blood [0.06], Kidney [0.05], Testis [0.05]"
247,hsa-mir-411-5p,0.33769914980638704,"Adrenal Gland [0.06], Brain [0.05], Testis [0.05]"
248,hsa-mir-92a-3p,0.3361514077791433,"Whole Blood [0.06], Spleen [0.04], Liver [0.04]"
249,hsa-mir-148a-5p,0.33411231437195665,"Pancreas [0.06], Stomach [0.05], Liver [0.05]"
250,hsa-mir-339-5p,0.33386774596557167,"Whole Blood [0.06], Testis [0.04], Spleen [0.04]"
251,hsa-mir-450a-5p,0.33374887311536855,"Testis [0.06], Fallopian Tube [0.05], Spleen [0.05]"
252,hsa-let-7d-3p,0.33110702856135654,"Whole Blood [0.06], Lung [0.04], Omentum [0.04]"
253,hsa-mir-128-3p,0.3284673843387072,"Brain [0.06], Whole Blood [0.04], Soft Tissues [0.04]"
254,hsa-mir-1287-5p,0.32569880893364345,"Heart [0.06], Testis [0.05], Adrenal Gland [0.05]"
255,hsa-mir-181d-5p,0.3246232612464633,"Brain [0.06], Thyroid [0.05], Heart [0.05]"
256,hsa-mir-25-3p,0.3232936083501469,"Whole Blood [0.06], Spleen [0.04], Lung [0.04]"
257,hsa-mir-193a-5p,0.32282040262380585,"Omentum [0.06], Breast [0.05], Soft Tissues [0.05]"
258,hsa-mir-146a-5p,0.3213872839745815,"Salivary Gland [0.06], Spleen [0.05], Lung [0.05]"
259,hsa-mir-15a-5p,0.3200731342167626,"Spleen [0.06], Lung [0.05], Kidney [0.05]"
260,hsa-mir-3909,0.3170452132720624,"Whole Blood [0.06], Adrenal Gland [0.05], Heart [0.05]"
261,hsa-mir-197-3p,0.31628862992092627,"Whole Blood [0.06], Heart [0.05], Spleen [0.04]"
262,hsa-mir-378a-5p,0.31609886969417483,"Heart [0.06], Whole Blood [0.05], Soft Tissues [0.05]"
263,hsa-mir-504-5p,0.3141444658696159,"Brain [0.06], Spleen [0.05], Soft Tissues [0.05]"
264,hsa-mir-15b-5p,0.31270450626141233,"Whole Blood [0.05], Spleen [0.05], Lung [0.05]"
265,hsa-mir-342-5p,0.3123574654258185,"Spleen [0.05], Whole Blood [0.05], Lung [0.05]"
266,hsa-let-7b-3p,0.3106260300674795,"Whole Blood [0.05], Omentum [0.05], Breast [0.04]"
267,hsa-mir-500b-5p,0.30989890288522387,"Kidney [0.05], Testis [0.05], Spleen [0.05]"
268,hsa-mir-500a-5p,0.30989890288522387,"Kidney [0.05], Testis [0.05], Spleen [0.05]"
269,hsa-mir-143-5p,0.30919973888757224,"Esophagus [0.05], Bladder [0.05], Colon–Intestine [0.05]"
270,hsa-mir-1307-5p,0.30884469095191475,"Kidney [0.05], Spleen [0.05], Brain [0.05]"
271,hsa-mir-183-5p,0.30815036719724576,"Whole Blood [0.05], Salivary Gland [0.05], Mucosa [0.05]"
272,hsa-mir-127-3p,0.3080211643228252,"Adrenal Gland [0.05], Brain [0.05], Testis [0.04]"
273,hsa-mir-1247-5p,0.3070233766810088,"Vagina [0.05], Uterus–Cervix [0.05], Ovary [0.05]"
274,hsa-mir-149-5p,0.3062036744557095,"Brain [0.05], Skin [0.05], Mucosa [0.05]"
275,hsa-mir-30d-5p,0.3052497949384403,"Heart [0.05], Liver [0.05], Kidney [0.05]"
276,hsa-mir-132-5p,0.30322346792842864,"Brain [0.05], Testis [0.05], Adrenal Gland [0.04]"
277,hsa-mir-150-5p,0.3001729831465755,"Spleen [0.05], Whole Blood [0.05], Omentum [0.05]"
278,hsa-mir-1301-3p,0.2976830122707807,"Brain [0.05], Adrenal Gland [0.05], Spleen [0.05]"
279,hsa-mir-30d-3p,0.2969551406869503,"Lung [0.05], Kidney [0.05], Heart [0.05]"
280,hsa-mir-155-5p,0.2944903212724395,"Spleen [0.05], Lung [0.05], Colon–Intestine [0.05]"
281,hsa-mir-200c-3p,0.2924492240897633,"Salivary Gland [0.05], Thyroid [0.05], Mucosa [0.05]"
282,hsa-mir-92a-1-5p,0.29218472014224917,"Skin [0.05], Omentum [0.05], Mucosa [0.05]"
283,hsa-mir-148b-5p,0.2879904385469488,"Whole Blood [0.05], Spleen [0.05], Thyroid [0.05]"
284,hsa-mir-29b-1-5p,0.28661043586435986,"Soft Tissues [0.05], Omentum [0.05], Lung [0.05]"
285,hsa-mir-99a-3p,0.28538619990296893,"Vagina [0.05], Ovary [0.05], Uterus–Cervix [0.05]"
286,hsa-mir-671-5p,0.28374777947289337,"Adrenal Gland [0.05], Spleen [0.05], Thyroid [0.04]"
287,hsa-mir-421,0.2836729822771181,"Brain [0.05], Heart [0.05], Kidney [0.04]"
288,hsa-mir-363-3p,0.28275822023949043,"Whole Blood [0.05], Prostate [0.05], Kidney [0.05]"
289,hsa-mir-345-5p,0.27905894085382577,"Thyroid [0.05], Whole Blood [0.05], Kidney [0.04]"
290,hsa-mir-590-3p,0.2667348585738513,"Spleen [0.05], Heart [0.05], Kidney [0.05]"
291,hsa-mir-381-3p,0.26537320244759444,"Adrenal Gland [0.05], Brain [0.05], Ovary [0.05]"
292,hsa-mir-181a-2-3p,0.2650255604745952,"Whole Blood [0.05], Skin [0.05], Heart [0.05]"
293,hsa-mir-27b-5p,0.26492589495296,"Heart [0.05], Mucosa [0.05], Skin [0.05]"
294,hsa-mir-199b-5p,0.264416631621937,"Skin [0.05], Breast [0.05], Vagina [0.05]"
295,hsa-mir-340-3p,0.26220121342083436,"Brain [0.05], Whole Blood [0.05], Liver [0.04]"
296,hsa-mir-191-5p,0.2598842935686654,"Whole Blood [0.05], Spleen [0.04], Lung [0.04]"
297,hsa-mir-362-5p,0.25931223564109646,"Kidney [0.05], Spleen [0.04], Whole Blood [0.04]"
298,hsa-mir-365a-3p,0.25695717989998657,"Omentum [0.05], Adrenal Gland [0.05], Breast [0.05]"
299,hsa-mir-365b-3p,0.25695717989998657,"Omentum [0.05], Adrenal Gland [0.05], Breast [0.05]"
300,hsa-mir-214-5p,0.2549182618168199,"Ovary [0.05], Spleen [0.05], Uterus–Cervix [0.04]"
301,hsa-mir-30a-3p,0.2516998989263402,"Kidney [0.05], Lung [0.05], Thyroid [0.05]"
302,hsa-mir-874-3p,0.2498770341474642,"Heart [0.05], Brain [0.05], Thyroid [0.05]"
303,hsa-mir-132-3p,0.24880417422103082,"Brain [0.05], Adrenal Gland [0.05], Testis [0.04]"
304,hsa-mir-221-5p,0.24680866201665605,"Spleen [0.05], Mucosa [0.05], Lung [0.05]"
305,hsa-mir-339-3p,0.24642947666505194,"Whole Blood [0.05], Brain [0.04], Thyroid [0.04]"
306,hsa-mir-10b-5p,0.24638884032081915,"Kidney [0.05], Uterus–Cervix [0.05], Spleen [0.05]"
307,hsa-mir-181b-5p,0.24586751898654233,"Brain [0.05], Spleen [0.05], Lung [0.05]"
308,hsa-mir-125a-3p,0.24081625573309598,"Adrenal Gland [0.05], Lung [0.05], Omentum [0.05]"
309,hsa-mir-186-5p,0.23639679908481578,"Whole Blood [0.05], Spleen [0.04], Lung [0.04]"
310,hsa-mir-92b-3p,0.23627738304648385,"Brain [0.05], Whole Blood [0.05], Fallopian Tube [0.04]"
311,hsa-let-7e-3p,0.2345312387892728,"Adrenal Gland [0.05], Kidney [0.05], Brain [0.05]"
312,hsa-mir-193b-3p,0.23427710620040496,"Adrenal Gland [0.05], Omentum [0.05], Skin [0.05]"
313,hsa-mir-146b-5p,0.23246683465466542,"Lung [0.05], Spleen [0.04], Liver [0.04]"
314,hsa-mir-140-3p,0.23081971742843513,"Whole Blood [0.05], Spleen [0.05], Soft Tissues [0.05]"
315,hsa-mir-126-5p,0.23009609220683294,"Lung [0.05], Spleen [0.05], Omentum [0.05]"
316,hsa-mir-210-3p,0.23005052323735303,"Skin [0.05], Mucosa [0.05], Whole Blood [0.05]"
317,hsa-mir-140-5p,0.22811896620527616,"Soft Tissues [0.05], Kidney [0.05], Spleen [0.04]"
318,hsa-mir-1271-5p,0.2237425878051721,"Ovary [0.05], Heart [0.05], Soft Tissues [0.05]"
319,hsa-mir-328-3p,0.221939151016589,"Whole Blood [0.05], Brain [0.04], Adrenal Gland [0.04]"
320,hsa-let-7e-5p,0.22111921902333984,"Heart [0.05], Adrenal Gland [0.04], Kidney [0.04]"
321,hsa-mir-125b-2-3p,0.21959516750703884,"Brain [0.05], Prostate [0.05], Vagina [0.05]"
322,hsa-mir-93-5p,0.21648208451463924,"Whole Blood [0.05], Spleen [0.04], Lung [0.04]"
323,hsa-mir-331-3p,0.2157587308334272,"Whole Blood [0.05], Adrenal Gland [0.04], Heart [0.04]"
324,hsa-mir-378a-3p,0.21393835447144827,"Heart [0.05], Soft Tissues [0.05], Omentum [0.04]"
325,hsa-mir-145-3p,0.20728014276684767,"Esophagus [0.05], Colon–Intestine [0.05], Bladder [0.05]"
