,miRNA,category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description,source,fold_enrichment
517,ALL_UP,Process,GO:0032774,41,531,9606,"XBP1,CREBL2,TBPL1,INHBA,PLAGL2,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,MED16,NCBP2,SIRT7,NFAT5,SMAD4,E2F1,PTRF,PRIM1,E2F2,TTF2,POLR3A,MED18,KLF4,BMP2,RREB1,CRCP,CHD7,NFIC,CDK12,MYOCD,POLR1B,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK","XBP1,CREBL2,TBPL1,INHBA,PLAGL2,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,MED16,NCBP2,SIRT7,NFAT5,SMAD4,E2F1,CAVIN1,PRIM1,E2F2,TTF2,POLR3A,MED18,KLF4,BMP2,RREB1,CRCP,CHD7,NFIC,CDK12,MYOCD,POLR1B,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK",0.00015,0.0051,RNA biosynthetic process,GO: Biological Process,1.4202941217703382
518,ALL_UP,Process,GO:0051179,229,4512,9606,"M6PR,RGPD5,AKAP11,VAMP3,CLIC5,XBP1,PSMD10,KCNA7,STX1A,WASL,TVP23C,CCND1,EXOC2,MSH2,PKD2,VPS4B,YIPF4,INHBA,RAB9B,PLA2G12A,RAB22A,MKKS,RAB40C,VIL1,TSG101,H3F3A,XPO4,SLC38A2,MDM2,IREB2,TOR1B,STX17,OSBPL8,SYT1,IPO5,YY1,SLC1A1,SLC4A1,E2F3,CSE1L,FGF2,STAT3,SLC12A7,CEP72,ARRDC3,RB1,TP53,ARL5C,CACNG8,FNBP1L,SLC20A1,KCNMB1,PLIN2,NACC2,ATM,LAMTOR1,ATG10,APP,ATP1B3,KIT,BAX,RFT1,PHAX,AXL,BIRC5,AXIN2,SLC23A1,TMED10,HOOK3,MMGT1,RGPD8,ARL6IP1,NPTX1,GCC2,SPNS1,HSPA6,ABCD2,ZMAT3,CTBP2,SNAP47,PACS1,MET,PLEKHF2,PSEN1,NCBP2,RGPD6,RAB11FIP1,SYNGR1,VPS39,LIMK1,HIP1,SLC39A9,CENPQ,ZFP36L1,NIPA1,FAM53B,ARL4C,JARID2,WNK1,SEPT2,ATP9A,ICMT,FRMD6,HMGB1,PLSCR1,ARHGAP12,OPHN1,TJP1,PTRF,SLC30A7,TGFBR2,ATG2B,RAB5B,BSCL2,BECN1,LRIG2,CHML,DLL1,TIMM17A,ATP1B1,F11R,PEA15,FAM26E,PIP5K1A,SEC63,MCL1,RRAGD,DKC1,SLC35A1,RAP1A,VAV3,STX16,TNKS2,TSPAN14,RIMS3,SRC,TXLNA,RAB14,CLIC4,PPP1R10,ARL5B,RTN3,SLC35B4,TOM1L2,MPV17,SLC5A3,NIN,MFSD6,TFRC,GPR155,GRB2,BCL2L11,MON2,SLC28A1,PSAP,SIN3A,VDAC1,CDK1,BMP7,SLC30A5,FITM2,PAFAH1B1,SLC7A7,BCL2,ZDHHC20,CDKN1A,ABCB5,ELAVL1,SAR1B,PREPL,MCFD2,CATSPER4,RBFOX1,FAM126B,TNF,RPF2,TANGO2,TAPBP,LAMP2,ZFYVE27,VPS52,SLC2A1,NSFL1C,VAMP2,PEG10,CACNA2D3,CCDC14,EMC1,ACSL1,MTX3,SPCS3,TPD52,TOR1AIP1,MYO18A,HSPA8,HIF1A,GGA3,TOMM5,KPNA2,NDUFC1,FXYD5,NUP37,RITA1,MOAP1,AKT1,LDLR,BLOC1S6,GOSR2,TXNIP,PITPNC1,MYC,ZFAND6,DNAJC28,TMCO1,P2RY6,SLC6A6,RSRC1,CD24,PGRMC2,AP2B1,EXOC5,ZC3H11A,ABCC4,CTNNB1,IGF1R,SLC35B1,NOTCH1,ESYT2,CALM2","M6PR,RGPD5,AKAP11,VAMP3,CLIC5,XBP1,PSMD10,KCNA7,STX1A,WASL,TVP23C,CCND1,EXOC2,MSH2,PKD2,VPS4B,YIPF4,INHBA,RAB9B,PLA2G12A,RAB22A,MKKS,RAB40C,VIL1,TSG101,H3-3B,XPO4,SLC38A2,MDM2,IREB2,TOR1B,STX17,OSBPL8,SYT1,IPO5,YY1,SLC1A1,SLC4A1,E2F3,CSE1L,FGF2,STAT3,SLC12A7,CEP72,ARRDC3,RB1,TP53,ARL5C,CACNG8,FNBP1L,SLC20A1,KCNMB1,PLIN2,NACC2,ATM,LAMTOR1,ATG10,APP,ATP1B3,KIT,BAX,RFT1,PHAX,AXL,BIRC5,AXIN2,SLC23A1,TMED10,HOOK3,MMGT1,RGPD8,ARL6IP1,NPTX1,GCC2,SPNS1,HSPA6,ABCD2,ZMAT3,CTBP2,SNAP47,PACS1,MET,PLEKHF2,PSEN1,NCBP2,RGPD6,RAB11FIP1,SYNGR1,VPS39,LIMK1,HIP1,SLC39A9,CENPQ,ZFP36L1,NIPA1,FAM53B,ARL4C,JARID2,WNK1,SEPTIN6,ATP9A,ICMT,FRMD6,HMGB1,PLSCR1,ARHGAP12,OPHN1,TJP1,CAVIN1,SLC30A7,TGFBR2,ATG2B,RAB5B,BSCL2,BECN1,LRIG2,CHML,DLL1,TIMM17A,ATP1B1,F11R,PEA15,CALHM5,PIP5K1A,SEC63,MCL1,RRAGD,DKC1,SLC35A1,RAP1A,VAV3,STX16,TNKS2,TSPAN14,RIMS3,SRC,TXLNA,RAB14,CLIC4,PPP1R10,ARL5B,RTN3,SLC35B4,TOM1L2,MPV17,SLC5A3,NIN,MFSD6,TFRC,GPR155,GRB2,BCL2L11,MON2,SLC28A1,PSAP,SIN3A,VDAC1,CDK1,BMP7,SLC30A5,FITM2,PAFAH1B1,SLC7A7,BCL2,ZDHHC20,CDKN1A,ABCB5,ELAVL1,SAR1B,PREPL,MCFD2,CATSPER4,RBFOX1,FAM126B,TNF,RPF2,TANGO2,TAPBP,LAMP2,ZFYVE27,VPS52,SLC2A1,NSFL1C,VAMP2,PEG10,CACNA2D3,CCDC14,EMC1,ACSL1,MTX3,SPCS3,TPD52,TOR1AIP1,MYO18A,HSPA8,HIF1A,GGA3,TOMM5,KPNA2,NDUFC1,FXYD5,NUP37,RITA1,MOAP1,AKT1,LDLR,BLOC1S6,GOSR2,TXNIP,PITPNC1,MYC,ZFAND6,DNAJC28,TMCO1,P2RY6,SLC6A6,RSRC1,CD24,PGRMC2,AP2B1,EXOC5,ZC3H11A,ABCC4,CTNNB1,IGF1R,SLC35B1,NOTCH1,ESYT2,CALM2",0.00015,0.0051,Localization,GO: Biological Process,0.9335881817221899
519,ALL_UP,Process,GO:0045637,22,214,9606,"SPI1,INHBA,JAG1,NOTCH2,RCOR1,STAT3,LEF1,CDK6,RB1,CEBPB,FOS,ZFP36L1,MYB,GPR137B,DLL1,HMGB3,TNF,HIF1A,CNOT4,MYC,FOXP1,CTNNB1","SPI1,INHBA,JAG1,NOTCH2,RCOR1,STAT3,LEF1,CDK6,RB1,CEBPB,FOS,ZFP36L1,MYB,GPR137B,DLL1,HMGB3,TNF,HIF1A,CNOT4,MYC,FOXP1,CTNNB1",0.00015,0.0052,Regulation of myeloid cell differentiation,GO: Biological Process,1.8910275735720414
520,ALL_UP,Process,GO:0045834,18,155,9606,"XBP1,CREBL2,PDGFRA,PDGFRB,FGF2,FLT1,APP,KIT,IRS1,ABCD2,MLXIPL,LPGAT1,VAV3,SRC,TNF,AKT1,LDLR,IGF1R","XBP1,CREBL2,PDGFRA,PDGFRB,FGF2,FLT1,APP,KIT,IRS1,ABCD2,MLXIPL,LPGAT1,VAV3,SRC,TNF,AKT1,LDLR,IGF1R",0.00015,0.0052,Positive regulation of lipid metabolic process,GO: Biological Process,2.1361402385335784
521,ALL_UP,Process,GO:0060395,11,64,9606,"LNPEP,INHBA,NODAL,INHBB,FOS,HNF4A,SMAD4,BMP8B,BMP2,BMP7,HIPK2","LNPEP,INHBA,NODAL,INHBB,FOS,HNF4A,SMAD4,BMP8B,BMP2,BMP7,HIPK2",0.00015,0.0052,SMAD protein signal transduction,GO: Biological Process,3.1615617245657566
522,ALL_UP,Process,GO:0071322,13,88,9606,"XBP1,SOX4,SLC12A7,NPTX1,MLXIPL,ZFP36L1,SMAD4,TJP1,SIN3A,MAP2K4,HIF1A,IGF1R,PDK3","XBP1,SOX4,SLC12A7,NPTX1,MLXIPL,ZFP36L1,SMAD4,TJP1,SIN3A,MAP2K4,HIF1A,IGF1R,PDK3",0.00015,0.0052,Cellular response to carbohydrate stimulus,GO: Biological Process,2.717375366568915
523,ALL_UP,Process,GO:0006984,8,33,9606,"XBP1,EIF2S1,TP53,ATG10,PPP1R15B,BCL2L11,ERLIN1,TMCO1","XBP1,EIF2S1,TP53,ATG10,PPP1R15B,BCL2L11,ERLIN1,TMCO1",0.00016,0.0054,ER-nucleus signaling pathway,GO: Biological Process,4.45928265283104
524,ALL_UP,Process,GO:0014013,14,101,9606,"TLR2,RB1,TP53,PPP1CC,E2F1,DUSP10,KDM4A,HDAC1,BMP2,IL6ST,TNF,LDLR,CTNNB1,NOTCH1","TLR2,RB1,TP53,PPP1CC,E2F1,DUSP10,KDM4A,HDAC1,BMP2,IL6ST,TNF,LDLR,CTNNB1,NOTCH1",0.00016,0.0054,Regulation of gliogenesis,GO: Biological Process,2.549738348524679
525,ALL_UP,Process,GO:2001234,23,230,9606,"SIRT1,XBP1,PSMD10,SERPINE1,SNAI1,MDM2,RB1,BAX,RFFL,PSEN1,PEA15,MCL1,HDAC1,SRC,IGF1,BCL2,CD44,TNF,HIF1A,SOD2,AKT1,MAGEA3,CTNNB1","SIRT1,XBP1,PSMD10,SERPINE1,SNAI1,MDM2,RB1,BAX,RFFL,PSEN1,PEA15,MCL1,HDAC1,SRC,IGF1,BCL2,CD44,TNF,HIF1A,SOD2,AKT1,MAGEA3,CTNNB1",0.00016,0.0054,Negative regulation of apoptotic signaling pathway,GO: Biological Process,1.839454094292804
526,ALL_UP,Process,GO:0018130,65,985,9606,"SIRT1,XBP1,NAMPT,CREBL2,ATIC,TBPL1,INHBA,PLAGL2,IREB2,E2F3,ARID3A,DGUOK,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,SHMT1,IMPDH2,MED16,NCBP2,SIRT7,NFAT5,ACSL4,SMAD4,E2F1,PTRF,PRIM1,E2F2,TTF2,DKC1,CMPK1,POLR3A,SRC,MED18,KLF4,BMP2,RREB1,CRCP,QPRT,POLM,CHD7,NFIC,CDK12,MYOCD,CPS1,PRPSAP1,GMPS,ACSL1,NDUFC1,POLR1B,GTF2H3,ACLY,TK1,LHX1,ACACA,PNPO,CTNNB1,ALDOA,NOTCH1,DEK","SIRT1,XBP1,NAMPT,CREBL2,ATIC,TBPL1,INHBA,PLAGL2,IREB2,E2F3,ARID3A,DGUOK,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,SHMT1,IMPDH2,MED16,NCBP2,SIRT7,NFAT5,ACSL4,SMAD4,E2F1,CAVIN1,PRIM1,E2F2,TTF2,DKC1,CMPK1,POLR3A,SRC,MED18,KLF4,BMP2,RREB1,CRCP,QPRT,POLM,CHD7,NFIC,CDK12,MYOCD,CPS1,PRPSAP1,GMPS,ACSL1,NDUFC1,POLR1B,GTF2H3,ACLY,TK1,LHX1,ACACA,PNPO,CTNNB1,ALDOA,NOTCH1,DEK",0.00017,0.0056,Heterocycle biosynthetic process,GO: Biological Process,1.2138529556246929
527,ALL_UP,Process,GO:0002067,11,65,9606,"FGF2,CDK6,ASCL1,HNF4A,DLL1,KLF4,BMP2,NFIB,HIF1A,CTNNB1,NOTCH1","FGF2,CDK6,ASCL1,HNF4A,DLL1,KLF4,BMP2,NFIB,HIF1A,CTNNB1,NOTCH1",0.00017,0.0057,Glandular epithelial cell differentiation,GO: Biological Process,3.1129223134185913
528,ALL_UP,Process,GO:0030217,19,171,9606,"SPI1,SOX4,RORA,STAT3,ZAP70,LEF1,CDK6,TP53,KIT,WNT1,RAG1,ZFP36L1,TCF7,HMGB1,IL6R,BCL2,CHD7,FOXP1,CTNNB1","SPI1,SOX4,RORA,STAT3,ZAP70,LEF1,CDK6,TP53,KIT,WNT1,RAG1,ZFP36L1,TCF7,HMGB1,IL6R,BCL2,CHD7,FOXP1,CTNNB1",0.00017,0.0057,T cell differentiation,GO: Biological Process,2.0438378825475603
529,ALL_UP,Process,GO:0051668,41,535,9606,"VAMP3,STX1A,EXOC2,RAB40C,SLC1A1,SLC4A1,ARL5C,CACNG8,ATP1B3,BAX,MMGT1,ARL6IP1,NPTX1,SNAP47,PACS1,VPS39,ARL4C,ICMT,ATP1B1,F11R,PIP5K1A,SEC63,RAP1A,TSPAN14,RAB14,ARL5B,PSAP,ZDHHC20,PREPL,FAM126B,TNF,ZFYVE27,VPS52,VAMP2,EMC1,GGA3,TOMM5,MOAP1,CD24,EXOC5,CALM2","VAMP3,STX1A,EXOC2,RAB40C,SLC1A1,SLC4A1,ARL5C,CACNG8,ATP1B3,BAX,MMGT1,ARL6IP1,NPTX1,SNAP47,PACS1,VPS39,ARL4C,ICMT,ATP1B1,F11R,PIP5K1A,SEC63,RAP1A,TSPAN14,RAB14,ARL5B,PSAP,ZDHHC20,PREPL,FAM126B,TNF,ZFYVE27,VPS52,VAMP2,EMC1,GGA3,TOMM5,MOAP1,CD24,EXOC5,CALM2",0.00017,0.0057,Localization within membrane,GO: Biological Process,1.4096751002991583
530,ALL_UP,Process,GO:0060993,13,89,9606,"PKD2,SOX4,PDGFRB,PRKX,FGF2,WNT1,SMAD4,BMP2,BMP7,BCL2,LHX1,MYC,CTNNB1","PKD2,SOX4,PDGFRB,PRKX,FGF2,WNT1,SMAD4,BMP2,BMP7,BCL2,LHX1,MYC,CTNNB1",0.00017,0.0057,Kidney morphogenesis,GO: Biological Process,2.6868430590793766
531,ALL_UP,Process,GO:0006351,40,518,9606,"XBP1,CREBL2,TBPL1,INHBA,PLAGL2,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,MED16,NCBP2,SIRT7,NFAT5,SMAD4,E2F1,PTRF,E2F2,TTF2,POLR3A,MED18,KLF4,BMP2,RREB1,CRCP,CHD7,NFIC,CDK12,MYOCD,POLR1B,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK","XBP1,CREBL2,TBPL1,INHBA,PLAGL2,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,MED16,NCBP2,SIRT7,NFAT5,SMAD4,E2F1,CAVIN1,E2F2,TTF2,POLR3A,MED18,KLF4,BMP2,RREB1,CRCP,CHD7,NFIC,CDK12,MYOCD,POLR1B,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK",0.00018,0.0058,"Transcription, DNA-templated",GO: Biological Process,1.4204278720407755
532,ALL_UP,Process,GO:0031647,29,328,9606,"SIRT1,XBP1,PFN1,CREBL2,SOX4,MDM2,TP53,ATP1B3,CASP3,HIP1,MYLIP,GNL3L,MDM4,ATP1B1,EFNA1,QRSL1,PTEN,TSPAN1,SRC,BMP2,IGF1,ZNF207,BCL2,SERF2,LAMP2,DDI2,CDKN2A,HSPA8,GGA3","SIRT1,XBP1,PFN1,CREBL2,SOX4,MDM2,TP53,ATP1B3,CASP3,HIP1,MYLIP,GNL3L,MDM4,ATP1B1,EFNA1,QRSL1,PTEN,TSPAN1,SRC,BMP2,IGF1,ZNF207,BCL2,SERF2,LAMP2,DDI2,CDKN2A,HSPA8,GGA3",0.00017,0.0058,Regulation of protein stability,GO: Biological Process,1.6263466077588817
533,ALL_UP,Process,GO:0051649,103,1756,9606,"M6PR,RGPD5,VAMP3,STX1A,WASL,EXOC2,PKD2,VPS4B,YIPF4,RAB9B,RAB22A,MKKS,TSG101,XPO4,IREB2,STX17,SYT1,IPO5,E2F3,CSE1L,STAT3,TP53,ARL5C,CACNG8,FNBP1L,ATM,LAMTOR1,APP,KIT,BAX,PHAX,AXL,BIRC5,TMED10,HOOK3,RGPD8,ARL6IP1,NPTX1,GCC2,ABCD2,CTBP2,SNAP47,PLEKHF2,PSEN1,NCBP2,RGPD6,SYNGR1,VPS39,CENPQ,FAM53B,ARL4C,ICMT,OPHN1,RAB5B,BECN1,CHML,TIMM17A,ATP1B1,SEC63,RAP1A,STX16,RIMS3,RAB14,PPP1R10,ARL5B,BCL2L11,MON2,PSAP,PAFAH1B1,BCL2,ZDHHC20,CDKN1A,ELAVL1,SAR1B,PREPL,CATSPER4,LAMP2,VPS52,NSFL1C,VAMP2,SPCS3,HSPA8,HIF1A,GGA3,TOMM5,KPNA2,NUP37,RITA1,MOAP1,AKT1,LDLR,BLOC1S6,TXNIP,ZFAND6,RSRC1,CD24,AP2B1,EXOC5,ZC3H11A,ABCC4,CTNNB1,NOTCH1,CALM2","M6PR,RGPD5,VAMP3,STX1A,WASL,EXOC2,PKD2,VPS4B,YIPF4,RAB9B,RAB22A,MKKS,TSG101,XPO4,IREB2,STX17,SYT1,IPO5,E2F3,CSE1L,STAT3,TP53,ARL5C,CACNG8,FNBP1L,ATM,LAMTOR1,APP,KIT,BAX,PHAX,AXL,BIRC5,TMED10,HOOK3,RGPD8,ARL6IP1,NPTX1,GCC2,ABCD2,CTBP2,SNAP47,PLEKHF2,PSEN1,NCBP2,RGPD6,SYNGR1,VPS39,CENPQ,FAM53B,ARL4C,ICMT,OPHN1,RAB5B,BECN1,CHML,TIMM17A,ATP1B1,SEC63,RAP1A,STX16,RIMS3,RAB14,PPP1R10,ARL5B,BCL2L11,MON2,PSAP,PAFAH1B1,BCL2,ZDHHC20,CDKN1A,ELAVL1,SAR1B,PREPL,CATSPER4,LAMP2,VPS52,NSFL1C,VAMP2,SPCS3,HSPA8,HIF1A,GGA3,TOMM5,KPNA2,NUP37,RITA1,MOAP1,AKT1,LDLR,BLOC1S6,TXNIP,ZFAND6,RSRC1,CD24,AP2B1,EXOC5,ZC3H11A,ABCC4,CTNNB1,NOTCH1,CALM2",0.00018,0.0058,Establishment of localization in cell,GO: Biological Process,1.078950863964458
534,ALL_UP,Process,GO:0043280,16,129,9606,"SIRT1,SLC1A1,PPM1F,APP,NODAL,BAX,REST,F3,HIP1,HMGB1,MAP3K5,BCL2L11,TNF,CDKN2A,MYC,CARD8","SIRT1,SLC1A1,PPM1F,APP,NODAL,BAX,REST,F3,HIP1,HMGB1,MAP3K5,BCL2L11,TNF,CDKN2A,MYC,CARD8",0.00018,0.0059,Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO: Biological Process,2.2814934502856485
535,ALL_UP,Process,GO:0050768,17,143,9606,"RB1,TP53,CTDSP1,HOOK3,REST,PSEN1,DUSP10,PLXNA3,PTEN,KDM4A,PRTG,BMP7,DCC,TNF,LDLR,CTNNB1,NOTCH1","RB1,TP53,CTDSP1,HOOK3,REST,PSEN1,DUSP10,PLXNA3,PTEN,KDM4A,PRTG,BMP7,DCC,TNF,LDLR,CTNNB1,NOTCH1",0.00018,0.0059,Negative regulation of neurogenesis,GO: Biological Process,2.1867636085998368
536,ALL_UP,Process,GO:0031668,24,248,9606,"SIRT1,XBP1,EIF2S1,SLC38A2,WDR59,TP53,PLIN2,INHBB,RICTOR,AXL,FOS,FOSL1,MAP3K5,BECN1,PIK3C2B,RRAGD,FOXO1,JMY,BCL2,CDKN1A,MYOCD,LAMP2,SLC2A1,HSPA8","SIRT1,XBP1,EIF2S1,SLC38A2,WDR59,TP53,PLIN2,INHBB,RICTOR,AXL,FOS,FOSL1,MAP3K5,BECN1,PIK3C2B,RRAGD,FOXO1,JMY,BCL2,CDKN1A,MYOCD,LAMP2,SLC2A1,HSPA8",0.00018,0.006,Cellular response to extracellular stimulus,GO: Biological Process,1.780116865444649
537,ALL_UP,Process,GO:0046890,19,172,9606,"SIRT1,XBP1,CREBL2,NR3C1,SNAI1,CDK4,ABCD2,REST,MLXIPL,LPGAT1,SF1,BMP2,FITM2,TNF,ERLIN1,AKT1,LDLR,H6PD,IGF1R","SIRT1,XBP1,CREBL2,NR3C1,SNAI1,CDK4,ABCD2,REST,MLXIPL,LPGAT1,SF1,BMP2,FITM2,TNF,ERLIN1,AKT1,LDLR,H6PD,IGF1R",0.00018,0.006,Regulation of lipid biosynthetic process,GO: Biological Process,2.0319551041606556
538,ALL_UP,Process,GO:0001709,9,44,9606,"JAG1,NOTCH2,POU5F1,ASCL1,WNT1,DLL1,MCL1,KLF4,CTNNB1","JAG1,NOTCH2,POU5F1,ASCL1,WNT1,DLL1,MCL1,KLF4,CTNNB1",0.00019,0.0062,Cell fate determination,GO: Biological Process,3.7625197383261897
539,ALL_UP,Process,GO:0002262,16,130,9606,"SPI1,INHBA,IREB2,RCOR1,SLC4A1,RB1,KIT,BAX,AXL,CASP3,MYB,HMGB1,BCL2L11,HIPK2,C15orf41,CEBPG","SPI1,INHBA,IREB2,RCOR1,SLC4A1,RB1,KIT,BAX,AXL,CASP3,MYB,HMGB1,BCL2L11,HIPK2,C15orf41,CEBPG",0.00019,0.0062,Myeloid cell homeostasis,GO: Biological Process,2.2639435006680664
540,ALL_UP,Process,GO:0002684,59,874,9606,"SIRT1,XBP1,SERPINE1,SPI1,HLA-DOA,MSH2,RIF1,SOX4,NOTCH2,CFHR5,TXK,ZAP70,LEF1,RB1,APP,CSF1R,KIT,BAX,RAG1,AXL,SOCS5,FOS,UBE2N,PSEN1,LIMK1,ZFP36L1,MYB,WNK1,HMGB1,PLSCR1,PDE4D,CRKL,FUT4,TGFBR2,DUSP10,CD55,IL6R,VAV3,ZNFX1,SRC,IFNB1,IL6ST,TFRC,IGF1,SIN3A,BCL2,RUNX3,CDKN1A,BCAR1,TNF,ABL2,MYO18A,CMKLR1,AKT1,BLOC1S6,CD24,FOXP1,HSPH1,PTPN11","SIRT1,XBP1,SERPINE1,SPI1,HLA-DOA,MSH2,RIF1,SOX4,NOTCH2,CFHR5,TXK,ZAP70,LEF1,RB1,APP,CSF1R,KIT,BAX,RAG1,AXL,SOCS5,FOS,UBE2N,PSEN1,LIMK1,ZFP36L1,MYB,WNK1,HMGB1,PLSCR1,PDE4D,CRKL,FUT4,TGFBR2,DUSP10,CD55,IL6R,VAV3,ZNFX1,SRC,IFNB1,IL6ST,TFRC,IGF1,SIN3A,BCL2,RUNX3,CDKN1A,BCAR1,TNF,ABL2,MYO18A,CMKLR1,AKT1,BLOC1S6,CD24,FOXP1,HSPH1,PTPN11",0.00019,0.0062,Positive regulation of immune system process,GO: Biological Process,1.2417367455752337
541,ALL_UP,Process,GO:0010661,7,25,9606,"E2F3,TP53,SMAD4,MAP3K5,MAP2K4,CDKN2A,SOD2","E2F3,TP53,SMAD4,MAP3K5,MAP2K4,CDKN2A,SOD2",0.00019,0.0062,Positive regulation of muscle cell apoptotic process,GO: Biological Process,5.1504714640198515
542,ALL_UP,Process,GO:0035270,16,130,9606,"NR3C1,SOX4,PDGFRA,FGF2,CDK6,ASCL1,INHBB,MAP2K1,HNF4A,SOX2,SMAD4,CRKL,DLL1,IL6R,BMP2,DUOX2","NR3C1,SOX4,PDGFRA,FGF2,CDK6,ASCL1,INHBB,MAP2K1,HNF4A,SOX2,SMAD4,CRKL,DLL1,IL6R,BMP2,DUOX2",0.00019,0.0062,Endocrine system development,GO: Biological Process,2.2639435006680664
543,ALL_UP,Process,GO:0042542,14,103,9606,"SIRT1,PPP2CB,PDGFRB,AXL,FOSL1,CASP3,MAP3K5,BECN1,PPP1R15B,SRC,CDK1,BCL2,SOD2,TXNIP","SIRT1,PPP2CB,PDGFRB,AXL,FOSL1,CASP3,MAP3K5,BECN1,PPP1R15B,SRC,CDK1,BCL2,SOD2,TXNIP",0.00019,0.0062,Response to hydrogen peroxide,GO: Biological Process,2.500228866029054
544,ALL_UP,Process,GO:0051130,68,1049,9606,"WASL,SERPINE1,DHX33,PFN1,CNOT2,RGS2,VPS4B,VIL1,TSG101,PLXNC1,SYT1,PDGFRB,YY1,PPM1F,RB1,TP53,FNBP1L,ATM,APP,FZD1,KIT,BAX,WNT1,ABI2,RICTOR,CAPRIN2,AXL,MAP2K1,KIAA1551,MET,PSEN1,LIMK1,HIP1,CAPRIN1,DPYSL3,GNL3L,BECN1,DLL1,THBS2,DKC1,PLXNA3,RAP1A,L1CAM,TNKS2,RAPGEF1,SRC,PPP1R10,BMP2,NDNF,RREB1,NIN,TFRC,GRB2,IGF1,BCL2L11,SYNPO,SIN3A,VDAC1,BMP7,PAFAH1B1,TNF,ZFYVE27,ABL2,HIF1A,MOAP1,CTNNB1,IGF1R,ENC1","WASL,SERPINE1,DHX33,PFN1,CNOT2,RGS2,VPS4B,VIL1,TSG101,PLXNC1,SYT1,PDGFRB,YY1,PPM1F,RB1,TP53,FNBP1L,ATM,APP,FZD1,KIT,BAX,WNT1,ABI2,RICTOR,CAPRIN2,AXL,MAP2K1,RESF1,MET,PSEN1,LIMK1,HIP1,CAPRIN1,DPYSL3,GNL3L,BECN1,DLL1,THBS2,DKC1,PLXNA3,RAP1A,L1CAM,TNKS2,RAPGEF1,SRC,PPP1R10,BMP2,NDNF,RREB1,NIN,TFRC,GRB2,IGF1,BCL2L11,SYNPO,SIN3A,VDAC1,BMP7,PAFAH1B1,TNF,ZFYVE27,ABL2,HIF1A,MOAP1,CTNNB1,IGF1R,ENC1",0.00019,0.0062,Positive regulation of cellular component organization,GO: Biological Process,1.1924011288075376
545,ALL_UP,Process,GO:1901797,8,34,9606,"SIRT1,PSMD10,SNAI1,MDM2,RFFL,DYRK1A,BCL2,CD44","SIRT1,PSMD10,SNAI1,MDM2,RFFL,DYRK1A,BCL2,CD44",0.00019,0.0062,Negative regulation of signal transduction by p53 class mediator,GO: Biological Process,4.328127280688951
546,ALL_UP,Process,GO:0051223,39,503,9606,"XBP1,STX1A,SOX4,TSG101,XPO4,TLR2,IPO5,SLC1A1,PPM1F,APP,INHBB,CREBRF,BIRC5,TMED10,IRS1,GCC2,REST,HNF4A,PSEN1,YOD1,SIRT7,RAB11FIP1,ACSL4,UBE2D3,PTPN14,SRC,FOXO1,IGF1,CDK1,SAR1B,TNF,VAMP2,CDKN2A,CLOCK,MYO18A,HSPA8,HIF1A,EPHA5,PTPN11","XBP1,STX1A,SOX4,TSG101,XPO4,TLR2,IPO5,SLC1A1,PPM1F,APP,INHBB,CREBRF,BIRC5,TMED10,IRS1,GCC2,REST,HNF4A,PSEN1,YOD1,SIRT7,RAB11FIP1,ACSL4,UBE2D3,PTPN14,SRC,FOXO1,IGF1,CDK1,SAR1B,TNF,VAMP2,CDKN2A,CLOCK,MYO18A,HSPA8,HIF1A,EPHA5,PTPN11",0.0002,0.0063,Regulation of protein transport,GO: Biological Process,1.4262168921952156
547,ALL_UP,Process,GO:0010611,10,55,9606,"RGS2,YY1,JARID2,SMAD4,BECN1,FOXO1,IL6ST,IGF1,FOXP1,NOTCH1","RGS2,YY1,JARID2,SMAD4,BECN1,FOXO1,IL6ST,IGF1,FOXP1,NOTCH1",0.0002,0.0064,Regulation of cardiac muscle hypertrophy,GO: Biological Process,3.34446198962328
548,ALL_UP,Process,GO:0032147,21,203,9606,"GPRC5A,CAB39,OSBPL8,TAOK1,SLC1A1,TNFRSF10B,RICTOR,MAP2K1,CKS1B,WNK1,COPS8,TGFBR2,SRC,BMP2,IGF1,MOB1B,CDKN1A,PRRC1,DAZAP2,CD24,CALM2","GPRC5A,CAB39,OSBPL8,TAOK1,SLC1A1,TNFRSF10B,RICTOR,MAP2K1,CKS1B,WNK1,COPS8,TGFBR2,SRC,BMP2,IGF1,MOB1B,CDKN1A,PRRC1,DAZAP2,CD24,CALM2",0.0002,0.0064,Activation of protein kinase activity,GO: Biological Process,1.902883545820142
