,miRNA,category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description,source,fold_enrichment
226,ALL_UP,Process,GO:0009894,80,988,9606,"SIRT1,XBP1,PSMD10,CNOT2,TMEM59,CDK4,MDM2,CSNK1A1,SLC4A1,TIMP2,STAT3,TP53,PLK2,ATM,APP,BAX,WNT1,CREBRF,PHAX,PATL1,AXIN2,IRS1,SOCS5,PPP1R3B,ABCD2,CASP3,UBXN2A,HNRNPA0,MET,MLXIPL,LARP4B,PSEN1,FOXK1,FOXK2,TNRC6C,ZFP36L1,SMAD4,FBXL5,HMGB1,E2F1,OPHN1,MYLIP,BSCL2,BECN1,CNOT7,LRIG2,GPR137B,EGLN1,MDM4,MCL1,RRAGD,DKC1,YTHDF1,PTEN,KDM4A,DFFA,FOXO1,IGF1,BCL2L11,PSAP,VDAC1,BCL2,CST3,ELAVL1,HIPK2,TNF,TNRC6B,TECPR1,CDKN2A,ABL2,HIF1A,GGA3,CNOT4,MOAP1,AKT1,LDLR,MAGEA3,SCOC,MAGEA6,TRIM8","SIRT1,XBP1,PSMD10,CNOT2,TMEM59,CDK4,MDM2,CSNK1A1,SLC4A1,TIMP2,STAT3,TP53,PLK2,ATM,APP,BAX,WNT1,CREBRF,PHAX,PATL1,AXIN2,IRS1,SOCS5,PPP1R3B,ABCD2,CASP3,UBXN2A,HNRNPA0,MET,MLXIPL,LARP4B,PSEN1,FOXK1,FOXK2,TNRC6C,ZFP36L1,SMAD4,FBXL5,HMGB1,E2F1,OPHN1,MYLIP,BSCL2,BECN1,CNOT7,LRIG2,GPR137B,EGLN1,MDM4,MCL1,RRAGD,DKC1,YTHDF1,PTEN,KDM4A,DFFA,FOXO1,IGF1,BCL2L11,PSAP,VDAC1,BCL2,CST3,ELAVL1,HIPK2,TNF,TNRC6B,TECPR1,CDKN2A,ABL2,HIF1A,GGA3,CNOT4,MOAP1,AKT1,LDLR,MAGEA3,SCOC,MAGEA6,TRIM8",1.63e-08,1.74e-06,Regulation of catabolic process,GO: Biological Process,1.4894365135974124
227,ALL_UP,Process,GO:0040017,55,570,9606,"SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,PTRF,FUT4,TGFBR2,IL6R,NUS1,SRC,CXCR3,EPB41L4B,BMP2,RREB1,DUOX2,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1","SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,CAVIN1,FUT4,TGFBR2,IL6R,NUS1,SRC,CXCR3,EPB41L4B,BMP2,RREB1,DUOX2,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1",1.77e-08,1.88e-06,Positive regulation of locomotion,GO: Biological Process,1.7749118453702495
228,ALL_UP,Process,GO:2000147,54,555,9606,"SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,PTRF,FUT4,TGFBR2,IL6R,NUS1,SRC,EPB41L4B,BMP2,RREB1,DUOX2,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1","SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,CAVIN1,FUT4,TGFBR2,IL6R,NUS1,SRC,EPB41L4B,BMP2,RREB1,DUOX2,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1",1.86e-08,1.95e-06,Positive regulation of cell motility,GO: Biological Process,1.7897391187713767
229,ALL_UP,Process,GO:0030154,207,3507,9606,"VAMP3,SIRT1,XBP1,WASL,SPI1,CCND1,CREBL2,CNOT2,NANOG,MSH2,RGS2,TBPL1,INHBA,SNAI1,SOX4,MKKS,VIL1,TSG101,H3F3A,JAG1,RRAS2,NOTCH2,PDGFRA,PLXNC1,IREB2,POU5F1,TLR2,OSBPL8,SYT1,RORA,TAOK1,PDGFRB,YY1,RCOR1,SLC1A1,SLC4A1,CDKN2C,PRKX,ARID4B,FGF2,STAT3,ZAP70,LEF1,AFF4,CDK6,ASCL1,RB1,ZIC5,TP53,RNF165,MEF2D,GFRA3,ATM,FLT1,APP,ADAMTS5,CSF1R,NODAL,FZD1,KIT,NR2F6,BAX,WNT1,INHBB,ABI2,FOXQ1,EN2,KIAA1161,GAS1,CAPRIN2,RAG1,AXL,MAP2K1,AXIN2,CEBPB,FOS,FEM1B,NPTX1,CASP3,REST,CTBP2,HNF4A,MET,SOX2,COL12A1,PSEN1,FOXK1,SIRT7,LIMK1,HIP1,ZFP36L1,ACSL4,LBR,MYB,CAPRIN1,TCF7,HMX2,JARID2,WNK1,SEPT2,SMAD4,PPP1CC,DPYSL3,FRMD6,HMGB1,PDE4D,CRKL,OPHN1,TJP1,GRM7,ELK4,TGFBR2,PDE3A,VEGFA,BSCL2,BECN1,DLL1,DUSP10,F11R,EFNA1,IL6R,NUS1,PIP5K1A,MCL1,PLEKHO1,PLXNA3,RAP1A,L1CAM,PARD6B,PTEN,RAPGEF1,BMP8B,HDAC1,SRC,TGIF2,GPRIN2,CLIC4,KLF4,MKX,SF1,GPR157,RTN3,BMP2,FOXO1,NDNF,IFNB1,TUBB2A,NFIB,IGFBP3,IL6ST,NIN,PRTG,TFRC,GRB2,IGF1,PSAP,SIN3A,VDAC1,CDK1,BMP7,NAV2,SOX6,PAFAH1B1,BCL2,RUNX3,ABCB5,HIPK2,DCC,C1GALT1,CATSPER4,CHD7,TNF,MYOCD,CPS1,ZFYVE27,VPS52,MAP2K4,C17orf105,PEG10,TPD52,FAT3,HMGA2,HIF1A,ANKRD49,MIXL1,POLR1B,SOD2,RITA1,EMX2,AKT1,C15orf41,BLOC1S6,TXNIP,CEBPG,FRK,LHX1,RPS6KA5,EPHA5,PLP1,CD24,NR2C2,FOXP1,PTPN11,NYAP2,CTNNB1,IGF1R,NOTCH1","VAMP3,SIRT1,XBP1,WASL,SPI1,CCND1,CREBL2,CNOT2,NANOG,MSH2,RGS2,TBPL1,INHBA,SNAI1,SOX4,MKKS,VIL1,TSG101,H3-3B,JAG1,RRAS2,NOTCH2,PDGFRA,PLXNC1,IREB2,POU5F1,TLR2,OSBPL8,SYT1,RORA,TAOK1,PDGFRB,YY1,RCOR1,SLC1A1,SLC4A1,CDKN2C,PRKX,ARID4B,FGF2,STAT3,ZAP70,LEF1,AFF4,CDK6,ASCL1,RB1,ZIC5,TP53,RNF165,MEF2D,GFRA3,ATM,FLT1,APP,ADAMTS5,CSF1R,NODAL,FZD1,KIT,NR2F6,BAX,WNT1,INHBB,ABI2,FOXQ1,EN2,MYORG,GAS1,CAPRIN2,RAG1,AXL,MAP2K1,AXIN2,CEBPB,FOS,FEM1B,NPTX1,CASP3,REST,CTBP2,HNF4A,MET,SOX2,COL12A1,PSEN1,FOXK1,SIRT7,LIMK1,HIP1,ZFP36L1,ACSL4,LBR,MYB,CAPRIN1,TCF7,HMX2,JARID2,WNK1,SEPTIN6,SMAD4,PPP1CC,DPYSL3,FRMD6,HMGB1,PDE4D,CRKL,OPHN1,TJP1,GRM7,ELK4,TGFBR2,PDE3A,COL18A1,BSCL2,BECN1,DLL1,DUSP10,F11R,EFNA1,IL6R,NUS1,PIP5K1A,MCL1,PLEKHO1,PLXNA3,RAP1A,L1CAM,PARD6B,PTEN,RAPGEF1,BMP8B,HDAC1,SRC,TGIF2,GPRIN2,CLIC4,KLF4,MKX,SF1,GPR157,RTN3,BMP2,FOXO1,NDNF,IFNB1,TUBB2A,NFIB,IGFBP3,IL6ST,NIN,PRTG,TFRC,GRB2,IGF1,PSAP,SIN3A,VDAC1,CDK1,BMP7,NAV2,SOX6,PAFAH1B1,BCL2,RUNX3,ABCB5,HIPK2,DCC,C1GALT1,CATSPER4,CHD7,TNF,MYOCD,CPS1,ZFYVE27,VPS52,MAP2K4,CFAP97D1,PEG10,TPD52,FAT3,HMGA2,HIF1A,ANKRD49,MIXL1,POLR1B,SOD2,RITA1,EMX2,AKT1,C15orf41,BLOC1S6,TXNIP,CEBPG,FRK,LHX1,RPS6KA5,EPHA5,PLP1,CD24,NR2C2,FOXP1,PTPN11,NYAP2,CTNNB1,IGF1R,NOTCH1",1.91e-08,1.99e-06,Cell differentiation,GO: Biological Process,1.0857342387185924
230,ALL_UP,Process,GO:0045786,41,359,9606,"SIRT1,CCND1,MSH2,PKD2,INHBA,MDM2,IPO5,TAOK1,CDKN2C,CDK6,RB1,TP53,CTDSP1,PLK2,NACC2,ATM,GAS1,BIRC5,CASP3,SOX2,ZFP36L1,BTG3,E2F1,PTEN,KLF4,PPP1R10,BMP2,TOM1L2,ZNF207,CDK1,BMP7,BCL2,RUNX3,CDKN1A,TNF,MYOCD,NABP1,CDKN2A,CLOCK,PTPN11,CTNNB1","SIRT1,CCND1,MSH2,PKD2,INHBA,MDM2,IPO5,TAOK1,CDKN2C,CDK6,RB1,TP53,CTDSP1,PLK2,NACC2,ATM,GAS1,BIRC5,CASP3,SOX2,ZFP36L1,BTG3,E2F1,PTEN,KLF4,PPP1R10,BMP2,TOM1L2,ZNF207,CDK1,BMP7,BCL2,RUNX3,CDKN1A,TNF,MYOCD,NABP1,CDKN2A,CLOCK,PTPN11,CTNNB1",1.95e-08,2.02e-06,Negative regulation of cell cycle,GO: Biological Process,2.1007692998887175
231,ALL_UP,Process,GO:0040008,61,671,9606,"SIRT1,XBP1,PSMD10,RGS2,INHBA,MKKS,VIL1,TSG101,H3F3A,CDK4,SYT1,YY1,CDKN2C,PPM1F,FGF2,STAT3,RB1,TP53,LAMTOR1,APP,RICTOR,CAPRIN2,SOCS5,ZMAT3,HNF4A,MORF4L1,LIMK1,ACSL4,JARID2,SMAD4,CRKL,TGFBR2,DLL1,DUSP10,PLXNA3,L1CAM,TNKS2,PTEN,RPS6KA3,IGFBP3,IGF1,BCL2L11,SIN3A,CDK1,PAFAH1B1,BCL2,CDKN1A,DCC,BCAR1,CHD7,MORF4L2,AGTR1,MYOCD,ZFYVE27,PPP2CA,CDKN2A,HMGA2,HIF1A,AKT1,FOXP1,NOTCH1","SIRT1,XBP1,PSMD10,RGS2,INHBA,MKKS,VIL1,TSG101,H3-3B,CDK4,SYT1,YY1,CDKN2C,PPM1F,FGF2,STAT3,RB1,TP53,LAMTOR1,APP,RICTOR,CAPRIN2,SOCS5,ZMAT3,HNF4A,MORF4L1,LIMK1,ACSL4,JARID2,SMAD4,CRKL,TGFBR2,DLL1,DUSP10,PLXNA3,L1CAM,TNKS2,PTEN,RPS6KA3,IGFBP3,IGF1,BCL2L11,SIN3A,CDK1,PAFAH1B1,BCL2,CDKN1A,DCC,BCAR1,CHD7,MORF4L2,AGTR1,MYOCD,ZFYVE27,PPP2CA,CDKN2A,HMGA2,HIF1A,AKT1,FOXP1,NOTCH1",2.19e-08,2.26e-06,Regulation of growth,GO: Biological Process,1.67223099481164
232,ALL_UP,Process,GO:0060322,70,823,9606,"RGS2,ATIC,INHBA,MKKS,SLC38A2,PDGFRA,SYT1,RORA,SLC1A1,CRISPLD2,FGF2,LEF1,CDK6,ASCL1,TP53,ATM,APP,CSF1R,NODAL,FZD1,BAX,WNT1,INHBB,EN2,AXL,MAP2K1,SLC23A1,HOOK3,CASP3,SOX2,PSEN1,HMX2,E2F1,CRKL,OPHN1,FZD6,TGFBR2,DLL1,PLXNA3,PTEN,HDAC1,SRC,RTN3,BMP2,NDNF,NFIB,NIN,DUOX2,BCL2L11,SIN3A,BMP7,SOX6,PAFAH1B1,BCL2,CADM2,CHD7,SLC2A1,CCDC14,HIF1A,LDHA,EMX2,LHX1,EPHA5,PLP1,FOXP1,PTPN11,CTNNB1,IGF1R,NOTCH1,CALM2","RGS2,ATIC,INHBA,MKKS,SLC38A2,PDGFRA,SYT1,RORA,SLC1A1,CRISPLD2,FGF2,LEF1,CDK6,ASCL1,TP53,ATM,APP,CSF1R,NODAL,FZD1,BAX,WNT1,INHBB,EN2,AXL,MAP2K1,SLC23A1,HOOK3,CASP3,SOX2,PSEN1,HMX2,E2F1,CRKL,OPHN1,FZD6,TGFBR2,DLL1,PLXNA3,PTEN,HDAC1,SRC,RTN3,BMP2,NDNF,NFIB,NIN,DUOX2,BCL2L11,SIN3A,BMP7,SOX6,PAFAH1B1,BCL2,CADM2,CHD7,SLC2A1,CCDC14,HIF1A,LDHA,EMX2,LHX1,EPHA5,PLP1,FOXP1,PTPN11,CTNNB1,IGF1R,NOTCH1,CALM2",2.32e-08,2.38e-06,Head development,GO: Biological Process,1.5645417569926643
233,ALL_UP,Process,GO:1902533,80,997,9606,"SIRT1,XBP1,TAB1,CCL22,DHX33,SPI1,PLAGL2,F2RL3,NOTCH2,PDGFRA,KLB,TLR2,OSBPL8,TAOK1,PDGFRB,WDR59,FGF2,ZAP70,TP53,SLC20A1,PLK2,TNFRSF10B,NACC2,ATM,LAMTOR1,USP15,FLT1,APP,CSF1R,NODAL,KIT,BAX,RICTOR,KIAA1161,AXL,BIRC5,MAP2K1,MAP3K11,UBE2N,MET,SOX2,PSEN1,F3,HIP1,NFAT5,HMGB1,CRKL,MAP3K5,BECN1,GPR137B,F11R,EFNA1,IL6R,MCL1,RRAGD,SHOC2,RAP1A,XIAP,PTEN,SRC,BMP2,IGFBP3,TFRC,IGF1,BCL2L11,MIER1,HIPK2,CD44,TNF,MAP2K4,CDKN2A,CCL16,MYC,P2RY6,CD24,PTPN11,CTNNB1,TRIM8,IGF1R,NOTCH1","SIRT1,XBP1,TAB1,CCL22,DHX33,SPI1,PLAGL2,F2RL3,NOTCH2,PDGFRA,KLB,TLR2,OSBPL8,TAOK1,PDGFRB,WDR59,FGF2,ZAP70,TP53,SLC20A1,PLK2,TNFRSF10B,NACC2,ATM,LAMTOR1,USP15,FLT1,APP,CSF1R,NODAL,KIT,BAX,RICTOR,MYORG,AXL,BIRC5,MAP2K1,MAP3K11,UBE2N,MET,SOX2,PSEN1,F3,HIP1,NFAT5,HMGB1,CRKL,MAP3K5,BECN1,GPR137B,F11R,EFNA1,IL6R,MCL1,RRAGD,SHOC2,RAP1A,XIAP,PTEN,SRC,BMP2,IGFBP3,TFRC,IGF1,BCL2L11,MIER1,HIPK2,CD44,TNF,MAP2K4,CDKN2A,CCL16,MYC,P2RY6,CD24,PTPN11,CTNNB1,TRIM8,IGF1R,NOTCH1",2.34e-08,2.39e-06,Positive regulation of intracellular signal transduction,GO: Biological Process,1.4759912491817886
234,ALL_UP,Process,GO:0048608,46,436,9606,"SIRT1,CCND1,MSH2,PKD2,INHBA,SNAI1,MKKS,H3F3A,NOTCH2,PDGFRA,PDGFRB,ARID4B,LEF1,ATM,NODAL,KIT,BAX,INHBB,AXL,MAP2K1,CEBPB,FEM1B,FOSL1,CASP3,ZFP36L1,SMAD4,CRKL,EGLN1,PTEN,SRC,EIF2S2,SF1,FANCA,GRB2,BCL2L11,PSAP,BMP7,BCL2,CHD7,MYOCD,HIF1A,AKT1,LHX1,PTPN11,CTNNB1,NOTCH1","SIRT1,CCND1,MSH2,PKD2,INHBA,SNAI1,MKKS,H3-3B,NOTCH2,PDGFRA,PDGFRB,ARID4B,LEF1,ATM,NODAL,KIT,BAX,INHBB,AXL,MAP2K1,CEBPB,FEM1B,FOSL1,CASP3,ZFP36L1,SMAD4,CRKL,EGLN1,PTEN,SRC,EIF2S2,SF1,FANCA,GRB2,BCL2L11,PSAP,BMP7,BCL2,CHD7,MYOCD,HIF1A,AKT1,LHX1,PTPN11,CTNNB1,NOTCH1",2.43e-08,2.46e-06,Reproductive structure development,GO: Biological Process,1.9407084481070866
235,ALL_UP,Process,GO:0030335,52,529,9606,"SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,FUT4,TGFBR2,IL6R,NUS1,SRC,EPB41L4B,BMP2,RREB1,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1","SIRT1,XBP1,SERPINE1,PFN1,SPI1,SPARC,SNAI1,VIL1,RRAS2,PDGFRA,PDGFRB,PPM1F,FGF2,STAT3,LEF1,PLK2,ATM,MGAT5,FLT1,APP,CSF1R,KIT,MET,F3,WNK1,HMGB1,CRKL,TJP1,FUT4,TGFBR2,IL6R,NUS1,SRC,EPB41L4B,BMP2,RREB1,IGF1,BMP7,BCL2,BCAR1,TNF,ABL2,HIF1A,SOD2,CMKLR1,AKT1,P2RY6,PLP1,FOXP1,IGF1R,PTP4A1,NOTCH1",2.53e-08,2.54e-06,Positive regulation of cell migration,GO: Biological Process,1.8081590340874445
236,ALL_UP,Process,GO:0006950,199,3358,9606,"VAMP3,CBX5,SIRT1,XBP1,CCL22,PPP2CB,SERPINE1,PLGRKT,SPI1,CCND1,MSH2,PKD2,VPS4B,INHBA,RIF1,F2RL3,ZFYVE26,EIF2S1,NOTCH2,SLC38A2,CFHR5,PDGFRA,MDM2,CAB39,TOR1B,POU5F1,TLR2,RORA,TAOK1,PDGFRB,WDR59,YY1,SLC1A1,SLC4A1,DNAJC10,FGF2,STAT3,ZAP70,TP53,PLK2,KCNMB1,TNFRSF10B,GINS4,PLIN2,NRBF2,ATM,ATG10,APP,ADAMTS5,CSF1R,KIT,BAX,WNT1,INHBB,ANXA5,CREBRF,AXL,MAP2K1,SOCS5,CEBPB,FOS,CXCL11,ZBTB4,MAP3K11,FOSL1,HSPA6,CASP3,ZMAT3,REST,HNF4A,HNRNPA0,UBE2N,SOX2,PSEN1,PAGR1,YOD1,FOXK1,SIRT7,MORF4L1,NLRP9,KLHL15,F3,FOXK2,ZFP36L1,NFAT5,SMAD4,DPYSL3,HMGB1,PLSCR1,E2F1,CRKL,PXK,UBE2D3,FUT4,FZD6,TGFBR2,MAP3K5,PTGS1,HMGN2,BECN1,CNOT7,EGLN1,DUSP10,CD55,MDM4,PIK3C2B,PPP1R15B,ULBP2,ATP1B1,F11R,IL6R,MCL1,RRAGD,TTF2,VAV3,HMGB3,DNAJB4,XIAP,ZNFX1,PTEN,POLR3A,KDM4A,SRC,CXCR3,RAB14,EPB41L4B,KLF4,BMP2,FOXO1,RPS6KA3,NDNF,MPV17,IFNB1,DUOX2,FANCA,TFRC,GRB2,PDK1,IGF1,BCL2L11,SIN3A,VDAC1,CDK1,CRCP,POLM,BMP7,JMY,PAFAH1B1,BCL2,CST3,CDKN1A,PDIA6,HIPK2,MORF4L2,CD44,TNF,AGTR1,MYOCD,CPS1,NABP1,DNAJB14,LAMP2,OTUD4,MAP2K4,ERLIN1,SLC2A1,CDKN2A,RWDD1,ZBTB38,CLOCK,HSPA8,HMGA2,HIF1A,GTF2H3,SOD2,CMKLR1,MOAP1,AKT1,LDLR,BLOC1S6,TXNIP,CEBPG,FRK,CCL16,AKAP1,MYC,RPS6KA5,TMCO1,PLP1,CD24,FOXP1,MAGEA2,HSPH1,PTPN11,TRIM8,IGF1R,NOTCH1,PDK3,CARD8","VAMP3,CBX5,SIRT1,XBP1,CCL22,PPP2CB,SERPINE1,PLGRKT,SPI1,CCND1,MSH2,PKD2,VPS4B,INHBA,RIF1,F2RL3,ZFYVE26,EIF2S1,NOTCH2,SLC38A2,CFHR5,PDGFRA,MDM2,CAB39,TOR1B,POU5F1,TLR2,RORA,TAOK1,PDGFRB,WDR59,YY1,SLC1A1,SLC4A1,DNAJC10,FGF2,STAT3,ZAP70,TP53,PLK2,KCNMB1,TNFRSF10B,GINS4,PLIN2,NRBF2,ATM,ATG10,APP,ADAMTS5,CSF1R,KIT,BAX,WNT1,INHBB,ANXA5,CREBRF,AXL,MAP2K1,SOCS5,CEBPB,FOS,CXCL11,ZBTB4,MAP3K11,FOSL1,HSPA6,CASP3,ZMAT3,REST,HNF4A,HNRNPA0,UBE2N,SOX2,PSEN1,PAGR1,YOD1,FOXK1,SIRT7,MORF4L1,NLRP9,KLHL15,F3,FOXK2,ZFP36L1,NFAT5,SMAD4,DPYSL3,HMGB1,PLSCR1,E2F1,CRKL,PXK,UBE2D3,FUT4,FZD6,TGFBR2,MAP3K5,PTGS1,HMGN2,BECN1,CNOT7,EGLN1,DUSP10,CD55,MDM4,PIK3C2B,PPP1R15B,ULBP2,ATP1B1,F11R,IL6R,MCL1,RRAGD,TTF2,VAV3,HMGB3,DNAJB4,XIAP,ZNFX1,PTEN,POLR3A,KDM4A,SRC,CXCR3,RAB14,EPB41L4B,KLF4,BMP2,FOXO1,RPS6KA3,NDNF,MPV17,IFNB1,DUOX2,FANCA,TFRC,GRB2,PDK1,IGF1,BCL2L11,SIN3A,VDAC1,CDK1,CRCP,POLM,BMP7,JMY,PAFAH1B1,BCL2,CST3,CDKN1A,PDIA6,HIPK2,MORF4L2,CD44,TNF,AGTR1,MYOCD,CPS1,NABP1,DNAJB14,LAMP2,OTUD4,MAP2K4,ERLIN1,SLC2A1,CDKN2A,RWDD1,ZBTB38,CLOCK,HSPA8,HMGA2,HIF1A,GTF2H3,SOD2,CMKLR1,MOAP1,AKT1,LDLR,BLOC1S6,TXNIP,CEBPG,FRK,CCL16,AKAP1,MYC,RPS6KA5,TMCO1,PLP1,CD24,FOXP1,MAGEA2,HSPH1,PTPN11,TRIM8,IGF1R,NOTCH1,PDK3,CARD8",3.03e-08,3.02e-06,Response to stress,GO: Biological Process,1.090087447183645
237,ALL_UP,Process,GO:0007507,53,548,9606,"TAB1,PKD2,SNAI1,SOX4,MKKS,JAG1,MBD2,NOTCH2,PDGFRA,MDM2,POU5F1,PDGFRB,FGF2,ASCL1,RB1,NEK8,TP53,MEF2D,ATM,NODAL,FZD1,DCTN5,MAP2K1,AXIN2,CASP3,REST,PSEN1,ZFP36L1,JARID2,SMAD4,CRKL,TGFBR2,EGLN1,DLL1,MDM4,EFNA1,PTEN,BMP2,CDK1,BMP7,CDKN1A,CHD7,MYOCD,MAP2K4,TFDP2,HIF1A,MIXL1,SOD2,AP2B1,PTPN11,CTNNB1,IGF1R,NOTCH1","TAB1,PKD2,SNAI1,SOX4,MKKS,JAG1,MBD2,NOTCH2,PDGFRA,MDM2,POU5F1,PDGFRB,FGF2,ASCL1,RB1,NEK8,TP53,MEF2D,ATM,NODAL,FZD1,DCTN5,MAP2K1,AXIN2,CASP3,REST,PSEN1,ZFP36L1,JARID2,SMAD4,CRKL,TGFBR2,EGLN1,DLL1,MDM4,EFNA1,PTEN,BMP2,CDK1,BMP7,CDKN1A,CHD7,MYOCD,MAP2K4,TFDP2,HIF1A,MIXL1,SOD2,AP2B1,PTPN11,CTNNB1,IGF1R,NOTCH1",3.03e-08,3.02e-06,Heart development,GO: Biological Process,1.7790340692977846
238,ALL_UP,Process,GO:0007399,142,2188,9606,"CLDN11,XBP1,WASL,PFN1,CCND1,RGS2,ATIC,PKD2,INHBA,SOX4,MKKS,JAG1,RRAS2,NOTCH2,SLC38A2,PLXNC1,TLR2,SYT1,RORA,TAOK1,SLC1A1,PCSK2,CDKN2C,FGF2,STAT3,LEF1,CDK6,ASCL1,RB1,ZIC5,TP53,RNF165,MEF2D,GFRA3,ATM,APP,CSF1R,NODAL,FZD1,NR2F6,BAX,WNT1,INHBB,ABI2,EN2,AXL,MAP2K1,SLC23A1,CEBPB,HOOK3,FOS,NPTX1,ABCD2,CASP3,REST,MET,SOX2,PSEN1,LIMK1,ZFP36L1,ACSL4,DYRK1A,HMX2,JARID2,WNK1,SMAD4,PPP1CC,DPYSL3,HMGB1,E2F1,CRKL,OPHN1,MYLIP,GRM7,FZD6,TGFBR2,BECN1,LRIG2,DLL1,DUSP10,EFNA1,PLXNA3,RAP1A,L1CAM,PARD6B,PTEN,RAPGEF1,HDAC1,SRC,TGIF2,GPRIN2,GPR157,RTN3,BMP2,RPS6KA3,NDNF,TUBB2A,NFIB,SLC5A3,NIN,DUOX2,PRTG,BCL2L11,SIN3A,BMP7,NAV2,SOX6,PAFAH1B1,BCL2,RUNX3,CADM2,HIPK2,DCC,RBFOX1,CHD7,TNF,ZFYVE27,SLC2A1,CCDC14,FAT3,ZIC4,HIF1A,LDHA,SOD2,RITA1,EMX2,AKT1,BLOC1S6,LHX1,RPS6KA5,EPHA5,PLP1,NR2C2,FOXP1,PTPN11,NYAP2,CTNNB1,IGF1R,ITM2B,NOTCH1,ENC1,CALM2","CLDN11,XBP1,WASL,PFN1,CCND1,RGS2,ATIC,PKD2,INHBA,SOX4,MKKS,JAG1,RRAS2,NOTCH2,SLC38A2,PLXNC1,TLR2,SYT1,RORA,TAOK1,SLC1A1,PCSK2,CDKN2C,FGF2,STAT3,LEF1,CDK6,ASCL1,RB1,ZIC5,TP53,RNF165,MEF2D,GFRA3,ATM,APP,CSF1R,NODAL,FZD1,NR2F6,BAX,WNT1,INHBB,ABI2,EN2,AXL,MAP2K1,SLC23A1,CEBPB,HOOK3,FOS,NPTX1,ABCD2,CASP3,REST,MET,SOX2,PSEN1,LIMK1,ZFP36L1,ACSL4,DYRK1A,HMX2,JARID2,WNK1,SMAD4,PPP1CC,DPYSL3,HMGB1,E2F1,CRKL,OPHN1,MYLIP,GRM7,FZD6,TGFBR2,BECN1,LRIG2,DLL1,DUSP10,EFNA1,PLXNA3,RAP1A,L1CAM,PARD6B,PTEN,RAPGEF1,HDAC1,SRC,TGIF2,GPRIN2,GPR157,RTN3,BMP2,RPS6KA3,NDNF,TUBB2A,NFIB,SLC5A3,NIN,DUOX2,PRTG,BCL2L11,SIN3A,BMP7,NAV2,SOX6,PAFAH1B1,BCL2,RUNX3,CADM2,HIPK2,DCC,RBFOX1,CHD7,TNF,ZFYVE27,SLC2A1,CCDC14,FAT3,ZIC4,HIF1A,LDHA,SOD2,RITA1,EMX2,AKT1,BLOC1S6,LHX1,RPS6KA5,EPHA5,PLP1,NR2C2,FOXP1,PTPN11,NYAP2,CTNNB1,IGF1R,ITM2B,NOTCH1,ENC1,CALM2",3.66e-08,3.56e-06,Nervous system development,GO: Biological Process,1.19379561878235
