MTI ID,Species (miRNA),Species (Target),miRNA,Target Gene,Reporter Assay,Western Blot,qPCR,Microarray,NGS,pSILAC,CLIP-Seq,CLASH,Other,Sum,Papers,Score
MIRT058009,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,MSANTD4,0,0,0,0,1,0,1,0,0,2,6,Tier C: Middle
MIRT058812,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,NRAS,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT080569,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,PMAIP1,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT100705,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,TJAP1,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT121734,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,TAF7,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT357979,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,GRPEL2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT408778,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,CDC5L,0,0,0,0,1,0,1,0,0,2,4,Tier C: Middle
MIRT441629,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,KDM5A,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT441774,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,TMEM245,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT441998,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,NDUFV3,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT442034,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,TRPV2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT443039,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,HPS4,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT445370,Homo sapiens,Homo sapiens,hsa-miR-519a-5p,FOXO1,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
