MTI ID,Species (miRNA),Species (Target),miRNA,Target Gene,Reporter Assay,Western Blot,qPCR,Microarray,NGS,pSILAC,CLIP-Seq,CLASH,Other,Sum,Papers,Score
MIRT548470,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,EGLN3,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT548825,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,CLIC4,0,0,0,0,1,0,1,0,0,2,4,Tier C: Middle
MIRT548868,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,CERCAM,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT549111,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,C16orf70,0,0,0,0,1,0,1,0,0,2,4,Tier C: Middle
MIRT549258,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,ATXN1,0,0,0,0,1,0,1,1,1,3,3,Tier B: High
MIRT549326,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,ARHGAP12,0,0,0,0,1,0,1,1,1,3,5,Tier B: High
MIRT549829,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,LUZP2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT550100,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,TRAPPC2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT550311,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,ZNF681,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT551130,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,ZNF107,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT551751,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,FMNL2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT552211,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,F2RL3,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT552692,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,YWHAZ,0,0,0,0,1,0,1,0,0,2,4,Tier C: Middle
MIRT552864,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,WIPF2,0,0,0,0,1,0,1,1,1,3,3,Tier B: High
MIRT552901,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,WASL,0,0,0,0,1,0,1,0,0,2,4,Tier C: Middle
MIRT553040,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,USP48,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT553573,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,TMEM100,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT553710,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,TCF7L2,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT554419,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,SCD,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
MIRT554481,Homo sapiens,Homo sapiens,hsa-miR-106a-5p,SAMD12,0,0,0,0,1,0,1,0,0,2,2,Tier C: Middle
